package_id,serial_number,execution_id,product_code,package_type,package_weight_kg,package_length_mm,package_width_mm,package_height_mm,packaging_start,packaging_end,packaging_status
PKG-00000862,SN-00000862,EXEC-000311,GIS-072-2500,WOODEN_CRATE,640.13,2769,1318,2131,2026-01-19 11:23:00,2026-01-19 11:25:00,READY_FOR_SHIPMENT
PKG-00000863,SN-00000863,EXEC-000311,GIS-072-2500,WOODEN_CRATE,557.5,2764,1700,2042,2026-01-19 11:23:00,2026-01-19 11:25:00,READY_FOR_SHIPMENT
PKG-00000864,SN-00000864,EXEC-000312,GIS-245-3150,WOODEN_CRATE,259.19,2914,1596,1878,2026-01-19 11:43:00,2026-01-19 11:45:00,READY_FOR_SHIPMENT
PKG-00000865,SN-00000865,EXEC-000312,GIS-245-3150,WOODEN_CRATE,379.54,2581,1578,1882,2026-01-19 11:43:00,2026-01-19 11:45:00,READY_FOR_SHIPMENT
PKG-00000866,SN-00000866,EXEC-000313,GIS-245-4000,WOODEN_CRATE,411.68,2339,1650,2452,2026-01-19 12:03:00,2026-01-19 12:05:00,READY_FOR_SHIPMENT
PKG-00000867,SN-00000867,EXEC-000313,GIS-245-4000,WOODEN_CRATE,333.26,2350,1777,1626,2026-01-19 12:03:00,2026-01-19 12:05:00,READY_FOR_SHIPMENT
PKG-00000868,SN-00000868,EXEC-000314,GIS-245-4000,WOODEN_CRATE,284.99,3166,1299,1675,2026-01-19 12:23:00,2026-01-19 12:25:00,READY_FOR_SHIPMENT
PKG-00000869,SN-00000869,EXEC-000314,GIS-245-4000,WOODEN_CRATE,507.3,2908,1623,1965,2026-01-19 12:23:00,2026-01-19 12:25:00,READY_FOR_SHIPMENT
PKG-00000870,SN-00000870,EXEC-000314,GIS-245-4000,WOODEN_CRATE,458.05,2592,1735,2357,2026-01-19 12:23:00,2026-01-19 12:25:00,READY_FOR_SHIPMENT
PKG-00000871,SN-00000871,EXEC-000315,GIS-145-3150,WOODEN_CRATE,635.22,2772,1786,1982,2026-01-19 12:43:00,2026-01-19 12:45:00,READY_FOR_SHIPMENT
PKG-00000872,SN-00000872,EXEC-000315,GIS-145-3150,WOODEN_CRATE,424.79,1961,1604,1571,2026-01-19 12:43:00,2026-01-19 12:45:00,READY_FOR_SHIPMENT
PKG-00000873,SN-00000873,EXEC-000315,GIS-145-3150,WOODEN_CRATE,435.9,2858,1785,1801,2026-01-19 12:43:00,2026-01-19 12:45:00,READY_FOR_SHIPMENT
PKG-00000874,SN-00000874,EXEC-000315,GIS-145-3150,WOODEN_CRATE,271.72,2719,1377,1842,2026-01-19 12:43:00,2026-01-19 12:45:00,READY_FOR_SHIPMENT
PKG-00000875,SN-00000875,EXEC-000316,GIS-072-2500,WOODEN_CRATE,638.03,2194,1329,1587,2026-01-19 13:03:00,2026-01-19 13:05:00,READY_FOR_SHIPMENT
PKG-00000876,SN-00000876,EXEC-000316,GIS-072-2500,WOODEN_CRATE,402.05,3199,1645,1913,2026-01-19 13:03:00,2026-01-19 13:05:00,READY_FOR_SHIPMENT
PKG-00000877,SN-00000877,EXEC-000316,GIS-072-2500,WOODEN_CRATE,648.83,3084,1351,2028,2026-01-19 13:03:00,2026-01-19 13:05:00,READY_FOR_SHIPMENT
PKG-00000878,SN-00000878,EXEC-000316,GIS-072-2500,WOODEN_CRATE,357.49,1937,1289,2294,2026-01-19 13:03:00,2026-01-19 13:05:00,READY_FOR_SHIPMENT
PKG-00000879,SN-00000879,EXEC-000317,GIS-072-3150,WOODEN_CRATE,459.24,2930,1533,2065,2026-01-19 13:23:00,2026-01-19 13:25:00,READY_FOR_SHIPMENT
PKG-00000880,SN-00000880,EXEC-000317,GIS-072-3150,WOODEN_CRATE,443.47,1825,1735,2359,2026-01-19 13:23:00,2026-01-19 13:25:00,READY_FOR_SHIPMENT
PKG-00000881,SN-00000881,EXEC-000317,GIS-072-3150,WOODEN_CRATE,268.38,2106,1351,1705,2026-01-19 13:23:00,2026-01-19 13:25:00,READY_FOR_SHIPMENT
PKG-00000882,SN-00000882,EXEC-000317,GIS-072-3150,WOODEN_CRATE,617.72,2952,1303,2085,2026-01-19 13:23:00,2026-01-19 13:25:00,READY_FOR_SHIPMENT
PKG-00000883,SN-00000883,EXEC-000318,GIS-072-3150,WOODEN_CRATE,593.01,2504,1620,2040,2026-01-19 13:43:00,2026-01-19 13:45:00,READY_FOR_SHIPMENT
PKG-00000884,SN-00000884,EXEC-000318,GIS-072-3150,WOODEN_CRATE,384.71,2794,1785,2468,2026-01-19 13:43:00,2026-01-19 13:45:00,READY_FOR_SHIPMENT
PKG-00000885,SN-00000885,EXEC-000318,GIS-072-3150,WOODEN_CRATE,236.11,2364,1612,1794,2026-01-19 13:43:00,2026-01-19 13:45:00,READY_FOR_SHIPMENT
PKG-00000886,SN-00000886,EXEC-000318,GIS-072-3150,WOODEN_CRATE,485.85,3194,1611,1579,2026-01-19 13:43:00,2026-01-19 13:45:00,READY_FOR_SHIPMENT
PKG-00000887,SN-00000887,EXEC-000319,GIS-245-4000,WOODEN_CRATE,390.19,2478,1443,1600,2026-01-19 14:03:00,2026-01-19 14:05:00,READY_FOR_SHIPMENT
PKG-00000888,SN-00000888,EXEC-000320,GIS-170-4000,WOODEN_CRATE,540.67,2350,1581,1541,2026-01-19 14:23:00,2026-01-19 14:25:00,READY_FOR_SHIPMENT
PKG-00000889,SN-00000889,EXEC-000320,GIS-170-4000,WOODEN_CRATE,365.28,2420,1518,2074,2026-01-19 14:23:00,2026-01-19 14:25:00,READY_FOR_SHIPMENT
PKG-00000890,SN-00000890,EXEC-000320,GIS-170-4000,WOODEN_CRATE,582.42,2001,1433,1775,2026-01-19 14:23:00,2026-01-19 14:25:00,READY_FOR_SHIPMENT
PKG-00000891,SN-00000891,EXEC-000321,GIS-072-3150,WOODEN_CRATE,349.21,2707,1528,2051,2026-01-19 14:43:00,2026-01-19 14:45:00,READY_FOR_SHIPMENT
PKG-00000892,SN-00000892,EXEC-000321,GIS-072-3150,WOODEN_CRATE,533.38,3038,1291,1884,2026-01-19 14:43:00,2026-01-19 14:45:00,READY_FOR_SHIPMENT
PKG-00000893,SN-00000893,EXEC-000321,GIS-072-3150,WOODEN_CRATE,409.94,2633,1696,2557,2026-01-19 14:43:00,2026-01-19 14:45:00,READY_FOR_SHIPMENT
PKG-00000894,SN-00000894,EXEC-000321,GIS-072-3150,WOODEN_CRATE,592.89,1915,1727,1825,2026-01-19 14:43:00,2026-01-19 14:45:00,READY_FOR_SHIPMENT
PKG-00000895,SN-00000895,EXEC-000321,GIS-072-3150,WOODEN_CRATE,248.22,2837,1613,1777,2026-01-19 14:43:00,2026-01-19 14:45:00,READY_FOR_SHIPMENT
PKG-00000896,SN-00000896,EXEC-000322,GIS-245-3150,WOODEN_CRATE,555.62,2873,1782,1559,2026-01-20 07:03:00,2026-01-20 07:05:00,READY_FOR_SHIPMENT
PKG-00000897,SN-00000897,EXEC-000322,GIS-245-3150,WOODEN_CRATE,294.71,2211,1259,2010,2026-01-20 07:03:00,2026-01-20 07:05:00,READY_FOR_SHIPMENT
PKG-00000898,SN-00000898,EXEC-000323,GIS-072-2500,WOODEN_CRATE,234.22,1903,1569,1907,2026-01-20 07:23:00,2026-01-20 07:25:00,READY_FOR_SHIPMENT
PKG-00000899,SN-00000899,EXEC-000323,GIS-072-2500,WOODEN_CRATE,337.81,2750,1717,2312,2026-01-20 07:23:00,2026-01-20 07:25:00,READY_FOR_SHIPMENT
PKG-00000900,SN-00000900,EXEC-000323,GIS-072-2500,WOODEN_CRATE,493.23,2053,1231,1995,2026-01-20 07:23:00,2026-01-20 07:25:00,READY_FOR_SHIPMENT
PKG-00000901,SN-00000901,EXEC-000323,GIS-072-2500,WOODEN_CRATE,380.16,3016,1656,1863,2026-01-20 07:23:00,2026-01-20 07:25:00,READY_FOR_SHIPMENT
PKG-00000902,SN-00000902,EXEC-000324,GIS-245-3150,WOODEN_CRATE,633.02,2771,1800,2216,2026-01-20 07:43:00,2026-01-20 07:45:00,READY_FOR_SHIPMENT
PKG-00000903,SN-00000903,EXEC-000325,GIS-420-5000,WOODEN_CRATE,368.03,2329,1292,2083,2026-01-20 08:03:00,2026-01-20 08:05:00,READY_FOR_SHIPMENT
PKG-00000904,SN-00000904,EXEC-000325,GIS-420-5000,WOODEN_CRATE,231.8,1901,1366,1938,2026-01-20 08:03:00,2026-01-20 08:05:00,READY_FOR_SHIPMENT
PKG-00000905,SN-00000905,EXEC-000326,GIS-145-3150,WOODEN_CRATE,588.56,3125,1430,1923,2026-01-20 08:23:00,2026-01-20 08:25:00,READY_FOR_SHIPMENT
PKG-00000906,SN-00000906,EXEC-000326,GIS-145-3150,WOODEN_CRATE,335.71,2638,1725,1541,2026-01-20 08:23:00,2026-01-20 08:25:00,READY_FOR_SHIPMENT
PKG-00000907,SN-00000907,EXEC-000326,GIS-145-3150,WOODEN_CRATE,591.79,3197,1209,2470,2026-01-20 08:23:00,2026-01-20 08:25:00,READY_FOR_SHIPMENT
PKG-00000908,SN-00000908,EXEC-000327,GIS-145-3150,WOODEN_CRATE,611.95,3125,1377,1517,2026-01-20 08:43:00,2026-01-20 08:45:00,READY_FOR_SHIPMENT
PKG-00000909,SN-00000909,EXEC-000327,GIS-145-3150,WOODEN_CRATE,316.22,3045,1512,2063,2026-01-20 08:43:00,2026-01-20 08:45:00,READY_FOR_SHIPMENT
PKG-00000910,SN-00000910,EXEC-000327,GIS-145-3150,WOODEN_CRATE,402.24,2571,1557,2440,2026-01-20 08:43:00,2026-01-20 08:45:00,READY_FOR_SHIPMENT
PKG-00000911,SN-00000911,EXEC-000328,GIS-072-2500,WOODEN_CRATE,328.36,2755,1509,2566,2026-01-20 09:03:00,2026-01-20 09:05:00,READY_FOR_SHIPMENT
PKG-00000912,SN-00000912,EXEC-000328,GIS-072-2500,WOODEN_CRATE,574.45,2613,1798,1709,2026-01-20 09:03:00,2026-01-20 09:05:00,READY_FOR_SHIPMENT
PKG-00000913,SN-00000913,EXEC-000328,GIS-072-2500,WOODEN_CRATE,223.16,3156,1583,2078,2026-01-20 09:03:00,2026-01-20 09:05:00,READY_FOR_SHIPMENT
PKG-00000914,SN-00000914,EXEC-000328,GIS-072-2500,WOODEN_CRATE,348.34,2021,1693,1630,2026-01-20 09:03:00,2026-01-20 09:05:00,READY_FOR_SHIPMENT
PKG-00000915,SN-00000915,EXEC-000329,GIS-170-4000,WOODEN_CRATE,364.6,2366,1532,2067,2026-01-20 09:23:00,2026-01-20 09:25:00,READY_FOR_SHIPMENT
PKG-00000916,SN-00000916,EXEC-000329,GIS-170-4000,WOODEN_CRATE,332.29,3134,1505,1885,2026-01-20 09:23:00,2026-01-20 09:25:00,READY_FOR_SHIPMENT
PKG-00000917,SN-00000917,EXEC-000329,GIS-170-4000,WOODEN_CRATE,284.47,2292,1258,2327,2026-01-20 09:23:00,2026-01-20 09:25:00,READY_FOR_SHIPMENT
PKG-00000918,SN-00000918,EXEC-000330,GIS-300-4000,WOODEN_CRATE,504.03,3194,1343,1552,2026-01-20 09:43:00,2026-01-20 09:45:00,READY_FOR_SHIPMENT
PKG-00000919,SN-00000919,EXEC-000330,GIS-300-4000,WOODEN_CRATE,501.82,2405,1465,2357,2026-01-20 09:43:00,2026-01-20 09:45:00,READY_FOR_SHIPMENT
PKG-00000920,SN-00000920,EXEC-000331,GIS-170-4000,WOODEN_CRATE,393.98,1872,1797,1888,2026-01-20 10:03:00,2026-01-20 10:05:00,READY_FOR_SHIPMENT
PKG-00000921,SN-00000921,EXEC-000331,GIS-170-4000,WOODEN_CRATE,367.56,2255,1747,2474,2026-01-20 10:03:00,2026-01-20 10:05:00,READY_FOR_SHIPMENT
PKG-00000922,SN-00000922,EXEC-000332,GIS-245-4000,WOODEN_CRATE,609.81,3175,1567,2538,2026-01-20 10:23:00,2026-01-20 10:25:00,READY_FOR_SHIPMENT
PKG-00000923,SN-00000923,EXEC-000332,GIS-245-4000,WOODEN_CRATE,349.08,2148,1771,1870,2026-01-20 10:23:00,2026-01-20 10:25:00,READY_FOR_SHIPMENT
PKG-00000924,SN-00000924,EXEC-000333,GIS-072-3150,WOODEN_CRATE,346.33,2764,1331,2029,2026-01-20 10:43:00,2026-01-20 10:45:00,READY_FOR_SHIPMENT
PKG-00000925,SN-00000925,EXEC-000333,GIS-072-3150,WOODEN_CRATE,531.83,2944,1387,2187,2026-01-20 10:43:00,2026-01-20 10:45:00,READY_FOR_SHIPMENT
PKG-00000926,SN-00000926,EXEC-000333,GIS-072-3150,WOODEN_CRATE,501.41,2255,1563,1957,2026-01-20 10:43:00,2026-01-20 10:45:00,READY_FOR_SHIPMENT
PKG-00000927,SN-00000927,EXEC-000333,GIS-072-3150,WOODEN_CRATE,540.01,2428,1630,2178,2026-01-20 10:43:00,2026-01-20 10:45:00,READY_FOR_SHIPMENT
PKG-00000928,SN-00000928,EXEC-000334,GIS-072-3150,WOODEN_CRATE,379.82,2999,1501,2449,2026-01-20 11:03:00,2026-01-20 11:05:00,READY_FOR_SHIPMENT
PKG-00000929,SN-00000929,EXEC-000334,GIS-072-3150,WOODEN_CRATE,586.02,2763,1254,1645,2026-01-20 11:03:00,2026-01-20 11:05:00,READY_FOR_SHIPMENT
PKG-00000930,SN-00000930,EXEC-000334,GIS-072-3150,WOODEN_CRATE,423.05,2198,1712,1745,2026-01-20 11:03:00,2026-01-20 11:05:00,READY_FOR_SHIPMENT
PKG-00000931,SN-00000931,EXEC-000334,GIS-072-3150,WOODEN_CRATE,593.02,2581,1742,2111,2026-01-20 11:03:00,2026-01-20 11:05:00,READY_FOR_SHIPMENT
PKG-00000932,SN-00000932,EXEC-000335,GIS-245-3150,WOODEN_CRATE,397.64,2108,1340,1910,2026-01-20 11:23:00,2026-01-20 11:25:00,READY_FOR_SHIPMENT
PKG-00000933,SN-00000933,EXEC-000335,GIS-245-3150,WOODEN_CRATE,367.35,2966,1668,1793,2026-01-20 11:23:00,2026-01-20 11:25:00,READY_FOR_SHIPMENT
PKG-00000934,SN-00000934,EXEC-000335,GIS-245-3150,WOODEN_CRATE,356.04,2169,1282,2498,2026-01-20 11:23:00,2026-01-20 11:25:00,READY_FOR_SHIPMENT
PKG-00000935,SN-00000935,EXEC-000336,GIS-072-2500,WOODEN_CRATE,363.03,2162,1520,1618,2026-01-20 11:43:00,2026-01-20 11:45:00,READY_FOR_SHIPMENT
PKG-00000936,SN-00000936,EXEC-000336,GIS-072-2500,WOODEN_CRATE,222.03,2360,1414,1845,2026-01-20 11:43:00,2026-01-20 11:45:00,READY_FOR_SHIPMENT
PKG-00000937,SN-00000937,EXEC-000336,GIS-072-2500,WOODEN_CRATE,467.8,2124,1701,1680,2026-01-20 11:43:00,2026-01-20 11:45:00,READY_FOR_SHIPMENT
PKG-00000938,SN-00000938,EXEC-000337,GIS-245-3150,WOODEN_CRATE,275.64,2688,1639,2326,2026-01-20 12:03:00,2026-01-20 12:05:00,READY_FOR_SHIPMENT
PKG-00000939,SN-00000939,EXEC-000337,GIS-245-3150,WOODEN_CRATE,404.48,2777,1592,1509,2026-01-20 12:03:00,2026-01-20 12:05:00,READY_FOR_SHIPMENT
PKG-00000940,SN-00000940,EXEC-000338,GIS-072-2500,WOODEN_CRATE,236.22,2208,1582,1528,2026-01-20 12:23:00,2026-01-20 12:25:00,READY_FOR_SHIPMENT
PKG-00000941,SN-00000941,EXEC-000338,GIS-072-2500,WOODEN_CRATE,603.56,2887,1395,1536,2026-01-20 12:23:00,2026-01-20 12:25:00,READY_FOR_SHIPMENT
PKG-00000942,SN-00000942,EXEC-000338,GIS-072-2500,WOODEN_CRATE,511.0,3083,1454,1963,2026-01-20 12:23:00,2026-01-20 12:25:00,READY_FOR_SHIPMENT
PKG-00000943,SN-00000943,EXEC-000338,GIS-072-2500,WOODEN_CRATE,518.22,2505,1519,1764,2026-01-20 12:23:00,2026-01-20 12:25:00,READY_FOR_SHIPMENT
PKG-00000944,SN-00000944,EXEC-000339,GIS-072-2500,WOODEN_CRATE,264.16,2830,1513,1842,2026-01-20 12:43:00,2026-01-20 12:45:00,READY_FOR_SHIPMENT
PKG-00000945,SN-00000945,EXEC-000339,GIS-072-2500,WOODEN_CRATE,248.07,1893,1505,2095,2026-01-20 12:43:00,2026-01-20 12:45:00,READY_FOR_SHIPMENT
PKG-00000946,SN-00000946,EXEC-000339,GIS-072-2500,WOODEN_CRATE,416.05,2865,1736,2191,2026-01-20 12:43:00,2026-01-20 12:45:00,READY_FOR_SHIPMENT
PKG-00000947,SN-00000947,EXEC-000339,GIS-072-2500,WOODEN_CRATE,406.48,2074,1550,2503,2026-01-20 12:43:00,2026-01-20 12:45:00,READY_FOR_SHIPMENT
PKG-00000948,SN-00000948,EXEC-000340,GIS-145-3150,WOODEN_CRATE,374.48,2185,1368,2326,2026-01-20 13:03:00,2026-01-20 13:05:00,READY_FOR_SHIPMENT
PKG-00000949,SN-00000949,EXEC-000340,GIS-145-3150,WOODEN_CRATE,228.22,2259,1334,1932,2026-01-20 13:03:00,2026-01-20 13:05:00,READY_FOR_SHIPMENT
PKG-00000950,SN-00000950,EXEC-000341,GIS-145-4000,WOODEN_CRATE,535.65,3007,1716,1846,2026-01-20 13:23:00,2026-01-20 13:25:00,READY_FOR_SHIPMENT
PKG-00000951,SN-00000951,EXEC-000341,GIS-145-4000,WOODEN_CRATE,272.96,3132,1238,2268,2026-01-20 13:23:00,2026-01-20 13:25:00,READY_FOR_SHIPMENT
PKG-00000952,SN-00000952,EXEC-000341,GIS-145-4000,WOODEN_CRATE,596.91,2323,1747,1599,2026-01-20 13:23:00,2026-01-20 13:25:00,READY_FOR_SHIPMENT
PKG-00000953,SN-00000953,EXEC-000342,GIS-420-4000,WOODEN_CRATE,475.39,1898,1310,1540,2026-01-20 13:43:00,2026-01-20 13:45:00,READY_FOR_SHIPMENT
PKG-00000954,SN-00000954,EXEC-000343,GIS-420-5000,WOODEN_CRATE,240.74,2037,1626,2409,2026-01-21 07:03:00,2026-01-21 07:05:00,READY_FOR_SHIPMENT
PKG-00000955,SN-00000955,EXEC-000343,GIS-420-5000,WOODEN_CRATE,383.51,2920,1458,2471,2026-01-21 07:03:00,2026-01-21 07:05:00,READY_FOR_SHIPMENT
PKG-00000956,SN-00000956,EXEC-000344,GIS-145-3150,WOODEN_CRATE,521.8,2220,1209,2116,2026-01-21 07:23:00,2026-01-21 07:25:00,READY_FOR_SHIPMENT
PKG-00000957,SN-00000957,EXEC-000344,GIS-145-3150,WOODEN_CRATE,400.97,2006,1732,2052,2026-01-21 07:23:00,2026-01-21 07:25:00,READY_FOR_SHIPMENT
PKG-00000958,SN-00000958,EXEC-000345,GIS-072-2500,WOODEN_CRATE,487.8,2080,1628,1714,2026-01-21 07:43:00,2026-01-21 07:45:00,READY_FOR_SHIPMENT
PKG-00000959,SN-00000959,EXEC-000345,GIS-072-2500,WOODEN_CRATE,439.98,3065,1320,2078,2026-01-21 07:43:00,2026-01-21 07:45:00,READY_FOR_SHIPMENT
PKG-00000960,SN-00000960,EXEC-000345,GIS-072-2500,WOODEN_CRATE,269.03,2017,1709,1906,2026-01-21 07:43:00,2026-01-21 07:45:00,READY_FOR_SHIPMENT
PKG-00000961,SN-00000961,EXEC-000346,GIS-245-3150,WOODEN_CRATE,481.87,2338,1735,1913,2026-01-21 08:03:00,2026-01-21 08:05:00,READY_FOR_SHIPMENT
PKG-00000962,SN-00000962,EXEC-000346,GIS-245-3150,WOODEN_CRATE,373.91,2639,1502,1828,2026-01-21 08:03:00,2026-01-21 08:05:00,READY_FOR_SHIPMENT
PKG-00000963,SN-00000963,EXEC-000347,GIS-245-4000,WOODEN_CRATE,236.94,2816,1412,2484,2026-01-21 08:23:00,2026-01-21 08:25:00,READY_FOR_SHIPMENT
PKG-00000964,SN-00000964,EXEC-000347,GIS-245-4000,WOODEN_CRATE,362.16,1805,1213,1682,2026-01-21 08:23:00,2026-01-21 08:25:00,READY_FOR_SHIPMENT
PKG-00000965,SN-00000965,EXEC-000348,GIS-145-3150,WOODEN_CRATE,609.96,2975,1705,1805,2026-01-21 08:43:00,2026-01-21 08:45:00,READY_FOR_SHIPMENT
PKG-00000966,SN-00000966,EXEC-000348,GIS-145-3150,WOODEN_CRATE,628.26,2847,1276,1707,2026-01-21 08:43:00,2026-01-21 08:45:00,READY_FOR_SHIPMENT
PKG-00000967,SN-00000967,EXEC-000348,GIS-145-3150,WOODEN_CRATE,609.06,3119,1436,2435,2026-01-21 08:43:00,2026-01-21 08:45:00,READY_FOR_SHIPMENT
PKG-00000968,SN-00000968,EXEC-000349,GIS-145-4000,WOODEN_CRATE,645.13,2406,1470,2450,2026-01-21 09:03:00,2026-01-21 09:05:00,READY_FOR_SHIPMENT
PKG-00000969,SN-00000969,EXEC-000349,GIS-145-4000,WOODEN_CRATE,241.53,2157,1240,2095,2026-01-21 09:03:00,2026-01-21 09:05:00,READY_FOR_SHIPMENT
PKG-00000970,SN-00000970,EXEC-000349,GIS-145-4000,WOODEN_CRATE,374.89,3186,1520,2372,2026-01-21 09:03:00,2026-01-21 09:05:00,READY_FOR_SHIPMENT
PKG-00000971,SN-00000971,EXEC-000349,GIS-145-4000,WOODEN_CRATE,537.57,1994,1246,1519,2026-01-21 09:03:00,2026-01-21 09:05:00,READY_FOR_SHIPMENT
PKG-00000972,SN-00000972,EXEC-000350,GIS-072-3150,WOODEN_CRATE,586.36,3158,1374,2173,2026-01-21 09:23:00,2026-01-21 09:25:00,READY_FOR_SHIPMENT
PKG-00000973,SN-00000973,EXEC-000350,GIS-072-3150,WOODEN_CRATE,373.74,2696,1474,1690,2026-01-21 09:23:00,2026-01-21 09:25:00,READY_FOR_SHIPMENT
PKG-00000974,SN-00000974,EXEC-000350,GIS-072-3150,WOODEN_CRATE,380.23,2501,1387,1733,2026-01-21 09:23:00,2026-01-21 09:25:00,READY_FOR_SHIPMENT
PKG-00000975,SN-00000975,EXEC-000350,GIS-072-3150,WOODEN_CRATE,392.33,2734,1478,2289,2026-01-21 09:23:00,2026-01-21 09:25:00,READY_FOR_SHIPMENT
PKG-00000976,SN-00000976,EXEC-000351,GIS-420-5000,WOODEN_CRATE,516.66,2779,1631,1841,2026-01-21 09:43:00,2026-01-21 09:45:00,READY_FOR_SHIPMENT
PKG-00000977,SN-00000977,EXEC-000352,GIS-145-4000,WOODEN_CRATE,268.61,1920,1363,1712,2026-01-21 10:03:00,2026-01-21 10:05:00,READY_FOR_SHIPMENT
PKG-00000978,SN-00000978,EXEC-000352,GIS-145-4000,WOODEN_CRATE,398.89,3009,1694,2397,2026-01-21 10:03:00,2026-01-21 10:05:00,READY_FOR_SHIPMENT
PKG-00000979,SN-00000979,EXEC-000352,GIS-145-4000,WOODEN_CRATE,297.94,2577,1567,1559,2026-01-21 10:03:00,2026-01-21 10:05:00,READY_FOR_SHIPMENT
PKG-00000980,SN-00000980,EXEC-000352,GIS-145-4000,WOODEN_CRATE,590.91,2067,1694,2499,2026-01-21 10:03:00,2026-01-21 10:05:00,READY_FOR_SHIPMENT
PKG-00000981,SN-00000981,EXEC-000353,GIS-170-4000,WOODEN_CRATE,268.56,2642,1651,1594,2026-01-21 10:23:00,2026-01-21 10:25:00,READY_FOR_SHIPMENT
PKG-00000982,SN-00000982,EXEC-000353,GIS-170-4000,WOODEN_CRATE,247.23,3141,1521,1525,2026-01-21 10:23:00,2026-01-21 10:25:00,READY_FOR_SHIPMENT
PKG-00000983,SN-00000983,EXEC-000354,GIS-245-3150,WOODEN_CRATE,522.96,3188,1737,1958,2026-01-21 10:43:00,2026-01-21 10:45:00,READY_FOR_SHIPMENT
PKG-00000984,SN-00000984,EXEC-000354,GIS-245-3150,WOODEN_CRATE,640.5,3171,1546,2563,2026-01-21 10:43:00,2026-01-21 10:45:00,READY_FOR_SHIPMENT
PKG-00000985,SN-00000985,EXEC-000355,GIS-145-3150,WOODEN_CRATE,444.93,3066,1297,2386,2026-01-21 11:03:00,2026-01-21 11:05:00,READY_FOR_SHIPMENT
PKG-00000986,SN-00000986,EXEC-000355,GIS-145-3150,WOODEN_CRATE,504.54,2309,1693,2208,2026-01-21 11:03:00,2026-01-21 11:05:00,READY_FOR_SHIPMENT
PKG-00000987,SN-00000987,EXEC-000355,GIS-145-3150,WOODEN_CRATE,505.4,3113,1594,1804,2026-01-21 11:03:00,2026-01-21 11:05:00,READY_FOR_SHIPMENT
PKG-00000988,SN-00000988,EXEC-000356,GIS-072-2500,WOODEN_CRATE,580.78,2943,1255,1523,2026-01-21 11:23:00,2026-01-21 11:25:00,READY_FOR_SHIPMENT
PKG-00000989,SN-00000989,EXEC-000356,GIS-072-2500,WOODEN_CRATE,496.66,2121,1717,2461,2026-01-21 11:23:00,2026-01-21 11:25:00,READY_FOR_SHIPMENT
PKG-00000990,SN-00000990,EXEC-000356,GIS-072-2500,WOODEN_CRATE,586.3,2138,1276,2506,2026-01-21 11:23:00,2026-01-21 11:25:00,READY_FOR_SHIPMENT
PKG-00000991,SN-00000991,EXEC-000357,GIS-145-4000,WOODEN_CRATE,357.87,2477,1484,1603,2026-01-21 11:43:00,2026-01-21 11:45:00,READY_FOR_SHIPMENT
PKG-00000992,SN-00000992,EXEC-000357,GIS-145-4000,WOODEN_CRATE,437.98,2927,1587,2325,2026-01-21 11:43:00,2026-01-21 11:45:00,READY_FOR_SHIPMENT
PKG-00000993,SN-00000993,EXEC-000358,GIS-145-4000,WOODEN_CRATE,571.35,1961,1670,2409,2026-01-21 12:03:00,2026-01-21 12:05:00,READY_FOR_SHIPMENT
PKG-00000994,SN-00000994,EXEC-000358,GIS-145-4000,WOODEN_CRATE,564.54,2717,1290,2520,2026-01-21 12:03:00,2026-01-21 12:05:00,READY_FOR_SHIPMENT
PKG-00000995,SN-00000995,EXEC-000358,GIS-145-4000,WOODEN_CRATE,412.24,2043,1709,1536,2026-01-21 12:03:00,2026-01-21 12:05:00,READY_FOR_SHIPMENT
PKG-00000996,SN-00000996,EXEC-000359,GIS-245-3150,WOODEN_CRATE,264.14,2644,1236,1500,2026-01-21 12:23:00,2026-01-21 12:25:00,READY_FOR_SHIPMENT
PKG-00000997,SN-00000997,EXEC-000359,GIS-245-3150,WOODEN_CRATE,575.14,3037,1511,2541,2026-01-21 12:23:00,2026-01-21 12:25:00,READY_FOR_SHIPMENT
PKG-00000998,SN-00000998,EXEC-000359,GIS-245-3150,WOODEN_CRATE,461.8,3140,1667,2198,2026-01-21 12:23:00,2026-01-21 12:25:00,READY_FOR_SHIPMENT
PKG-00000999,SN-00000999,EXEC-000360,GIS-145-4000,WOODEN_CRATE,376.24,1911,1428,2430,2026-01-21 12:43:00,2026-01-21 12:45:00,READY_FOR_SHIPMENT
PKG-00001000,SN-00001000,EXEC-000360,GIS-145-4000,WOODEN_CRATE,362.75,3069,1684,2244,2026-01-21 12:43:00,2026-01-21 12:45:00,READY_FOR_SHIPMENT
PKG-00001001,SN-00001001,EXEC-000360,GIS-145-4000,WOODEN_CRATE,527.84,2033,1299,1954,2026-01-21 12:43:00,2026-01-21 12:45:00,READY_FOR_SHIPMENT
PKG-00001002,SN-00001002,EXEC-000360,GIS-145-4000,WOODEN_CRATE,220.94,2527,1498,2569,2026-01-21 12:43:00,2026-01-21 12:45:00,READY_FOR_SHIPMENT
PKG-00001003,SN-00001003,EXEC-000361,GIS-072-3150,WOODEN_CRATE,380.77,2017,1246,1836,2026-01-21 13:03:00,2026-01-21 13:05:00,READY_FOR_SHIPMENT
PKG-00001004,SN-00001004,EXEC-000361,GIS-072-3150,WOODEN_CRATE,431.74,2638,1309,2020,2026-01-21 13:03:00,2026-01-21 13:05:00,READY_FOR_SHIPMENT
