work_order_id,sap_order_number,product_code,quantity,production_line,priority,planned_shift,planned_start,planned_finish,routing_version,planner,status
WO-20260117-000263,5000000263,GIS-550-5000,1,LINE-05,Priority.HIGH,ShiftType.MORNING,2026-01-17 08:45:00,2026-01-17 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260117-000264,5000000264,GIS-170-4000,2,LINE-06,Priority.URGENT,ShiftType.MORNING,2026-01-17 09:05:00,2026-01-17 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260117-000265,5000000265,GIS-245-3150,2,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-17 09:25:00,2026-01-17 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260117-000266,5000000266,GIS-245-4000,1,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-17 09:45:00,2026-01-17 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260117-000267,5000000267,GIS-245-3150,2,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-17 10:05:00,2026-01-17 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260117-000268,5000000268,GIS-170-4000,3,LINE-04,Priority.URGENT,ShiftType.MORNING,2026-01-17 10:25:00,2026-01-17 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260117-000269,5000000269,GIS-145-4000,3,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-17 10:45:00,2026-01-17 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260117-000270,5000000270,GIS-245-3150,1,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-17 11:05:00,2026-01-17 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260117-000271,5000000271,GIS-245-3150,2,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-17 11:25:00,2026-01-17 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260117-000272,5000000272,GIS-145-3150,4,LINE-02,Priority.LOW,ShiftType.MORNING,2026-01-17 11:45:00,2026-01-17 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260117-000273,5000000273,GIS-072-2500,4,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-17 12:05:00,2026-01-17 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260117-000274,5000000274,GIS-550-5000,1,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-17 12:25:00,2026-01-17 12:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260117-000275,5000000275,GIS-145-4000,2,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-17 12:45:00,2026-01-17 13:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000276,5000000276,GIS-145-4000,2,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-18 06:45:00,2026-01-18 07:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000277,5000000277,GIS-145-3150,3,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-18 07:05:00,2026-01-18 07:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000278,5000000278,GIS-245-4000,1,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-18 07:25:00,2026-01-18 07:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000279,5000000279,GIS-072-2500,4,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-18 07:45:00,2026-01-18 08:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000280,5000000280,GIS-245-3150,1,LINE-04,Priority.LOW,ShiftType.MORNING,2026-01-18 08:05:00,2026-01-18 08:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000281,5000000281,GIS-245-3150,1,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-18 08:25:00,2026-01-18 08:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000282,5000000282,GIS-145-3150,2,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-18 08:45:00,2026-01-18 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000283,5000000283,GIS-072-2500,3,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-18 09:05:00,2026-01-18 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000284,5000000284,GIS-072-2500,3,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-18 09:25:00,2026-01-18 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000285,5000000285,GIS-245-3150,3,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-18 09:45:00,2026-01-18 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000286,5000000286,GIS-145-3150,3,LINE-04,Priority.URGENT,ShiftType.MORNING,2026-01-18 10:05:00,2026-01-18 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000287,5000000287,GIS-072-3150,5,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-18 10:25:00,2026-01-18 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000288,5000000288,GIS-072-3150,5,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-18 10:45:00,2026-01-18 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000289,5000000289,GIS-420-4000,1,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-18 11:05:00,2026-01-18 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000290,5000000290,GIS-245-4000,2,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-18 11:25:00,2026-01-18 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000291,5000000291,GIS-245-4000,2,LINE-03,Priority.HIGH,ShiftType.MORNING,2026-01-18 11:45:00,2026-01-18 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000292,5000000292,GIS-072-3150,4,LINE-04,Priority.HIGH,ShiftType.MORNING,2026-01-18 12:05:00,2026-01-18 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000293,5000000293,GIS-170-4000,3,LINE-05,Priority.HIGH,ShiftType.MORNING,2026-01-18 12:25:00,2026-01-18 12:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000294,5000000294,GIS-145-3150,3,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-18 12:45:00,2026-01-18 13:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000295,5000000295,GIS-170-4000,3,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-18 13:05:00,2026-01-18 13:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000296,5000000296,GIS-145-3150,2,LINE-02,Priority.URGENT,ShiftType.MORNING,2026-01-18 13:25:00,2026-01-18 13:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260118-000297,5000000297,GIS-072-3150,4,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-18 13:45:00,2026-01-18 14:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000298,5000000298,GIS-145-3150,3,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-19 06:45:00,2026-01-19 07:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000299,5000000299,GIS-245-3150,2,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-19 07:05:00,2026-01-19 07:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000300,5000000300,GIS-245-3150,3,LINE-06,Priority.URGENT,ShiftType.MORNING,2026-01-19 07:25:00,2026-01-19 07:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000301,5000000301,GIS-145-4000,2,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-19 07:45:00,2026-01-19 08:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000302,5000000302,GIS-550-5000,1,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-19 08:05:00,2026-01-19 08:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000303,5000000303,GIS-072-2500,4,LINE-03,Priority.LOW,ShiftType.MORNING,2026-01-19 08:25:00,2026-01-19 08:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000304,5000000304,GIS-420-4000,1,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-19 08:45:00,2026-01-19 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000305,5000000305,GIS-145-3150,4,LINE-05,Priority.URGENT,ShiftType.MORNING,2026-01-19 09:05:00,2026-01-19 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000306,5000000306,GIS-072-2500,4,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-19 09:25:00,2026-01-19 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000307,5000000307,GIS-245-3150,3,LINE-01,Priority.LOW,ShiftType.MORNING,2026-01-19 09:45:00,2026-01-19 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000308,5000000308,GIS-145-3150,4,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-19 10:05:00,2026-01-19 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000309,5000000309,GIS-145-3150,3,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-19 10:25:00,2026-01-19 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000310,5000000310,GIS-420-4000,2,LINE-04,Priority.HIGH,ShiftType.MORNING,2026-01-19 10:45:00,2026-01-19 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000311,5000000311,GIS-072-2500,3,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-19 11:05:00,2026-01-19 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000312,5000000312,GIS-245-3150,2,LINE-06,Priority.URGENT,ShiftType.MORNING,2026-01-19 11:25:00,2026-01-19 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000313,5000000313,GIS-245-4000,2,LINE-01,Priority.URGENT,ShiftType.MORNING,2026-01-19 11:45:00,2026-01-19 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000314,5000000314,GIS-245-4000,3,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-19 12:05:00,2026-01-19 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000315,5000000315,GIS-145-3150,4,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-19 12:25:00,2026-01-19 12:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000316,5000000316,GIS-072-2500,4,LINE-04,Priority.HIGH,ShiftType.MORNING,2026-01-19 12:45:00,2026-01-19 13:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000317,5000000317,GIS-072-3150,4,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-19 13:05:00,2026-01-19 13:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000318,5000000318,GIS-072-3150,4,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-19 13:25:00,2026-01-19 13:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000319,5000000319,GIS-245-4000,1,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-19 13:45:00,2026-01-19 14:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000320,5000000320,GIS-170-4000,3,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-19 14:05:00,2026-01-19 14:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260119-000321,5000000321,GIS-072-3150,5,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-19 14:25:00,2026-01-19 14:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000322,5000000322,GIS-245-3150,2,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-20 06:45:00,2026-01-20 07:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000323,5000000323,GIS-072-2500,4,LINE-05,Priority.HIGH,ShiftType.MORNING,2026-01-20 07:05:00,2026-01-20 07:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000324,5000000324,GIS-245-3150,1,LINE-06,Priority.LOW,ShiftType.MORNING,2026-01-20 07:25:00,2026-01-20 07:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000325,5000000325,GIS-420-5000,2,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-20 07:45:00,2026-01-20 08:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000326,5000000326,GIS-145-3150,3,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-20 08:05:00,2026-01-20 08:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000327,5000000327,GIS-145-3150,3,LINE-03,Priority.HIGH,ShiftType.MORNING,2026-01-20 08:25:00,2026-01-20 08:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000328,5000000328,GIS-072-2500,4,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-20 08:45:00,2026-01-20 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000329,5000000329,GIS-170-4000,3,LINE-05,Priority.LOW,ShiftType.MORNING,2026-01-20 09:05:00,2026-01-20 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000330,5000000330,GIS-300-4000,2,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-20 09:25:00,2026-01-20 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000331,5000000331,GIS-170-4000,2,LINE-01,Priority.HIGH,ShiftType.MORNING,2026-01-20 09:45:00,2026-01-20 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000332,5000000332,GIS-245-4000,2,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-20 10:05:00,2026-01-20 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000333,5000000333,GIS-072-3150,4,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-20 10:25:00,2026-01-20 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000334,5000000334,GIS-072-3150,4,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-20 10:45:00,2026-01-20 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000335,5000000335,GIS-245-3150,3,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-20 11:05:00,2026-01-20 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000336,5000000336,GIS-072-2500,3,LINE-06,Priority.HIGH,ShiftType.MORNING,2026-01-20 11:25:00,2026-01-20 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000337,5000000337,GIS-245-3150,2,LINE-01,Priority.HIGH,ShiftType.MORNING,2026-01-20 11:45:00,2026-01-20 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000338,5000000338,GIS-072-2500,4,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-20 12:05:00,2026-01-20 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000339,5000000339,GIS-072-2500,4,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-20 12:25:00,2026-01-20 12:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000340,5000000340,GIS-145-3150,2,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-20 12:45:00,2026-01-20 13:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000341,5000000341,GIS-145-4000,3,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-20 13:05:00,2026-01-20 13:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260120-000342,5000000342,GIS-420-4000,1,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-20 13:25:00,2026-01-20 13:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000343,5000000343,GIS-420-5000,2,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-21 06:45:00,2026-01-21 07:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000344,5000000344,GIS-145-3150,2,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-21 07:05:00,2026-01-21 07:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000345,5000000345,GIS-072-2500,3,LINE-03,Priority.HIGH,ShiftType.MORNING,2026-01-21 07:25:00,2026-01-21 07:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000346,5000000346,GIS-245-3150,2,LINE-04,Priority.URGENT,ShiftType.MORNING,2026-01-21 07:45:00,2026-01-21 08:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000347,5000000347,GIS-245-4000,2,LINE-05,Priority.LOW,ShiftType.MORNING,2026-01-21 08:05:00,2026-01-21 08:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000348,5000000348,GIS-145-3150,3,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-21 08:25:00,2026-01-21 08:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000349,5000000349,GIS-145-4000,4,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-21 08:45:00,2026-01-21 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000350,5000000350,GIS-072-3150,4,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-21 09:05:00,2026-01-21 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000351,5000000351,GIS-420-5000,1,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-21 09:25:00,2026-01-21 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000352,5000000352,GIS-145-4000,4,LINE-04,Priority.HIGH,ShiftType.MORNING,2026-01-21 09:45:00,2026-01-21 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000353,5000000353,GIS-170-4000,2,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-21 10:05:00,2026-01-21 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000354,5000000354,GIS-245-3150,2,LINE-06,Priority.HIGH,ShiftType.MORNING,2026-01-21 10:25:00,2026-01-21 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000355,5000000355,GIS-145-3150,3,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-21 10:45:00,2026-01-21 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000356,5000000356,GIS-072-2500,3,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-21 11:05:00,2026-01-21 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000357,5000000357,GIS-145-4000,2,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-21 11:25:00,2026-01-21 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000358,5000000358,GIS-145-4000,3,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-21 11:45:00,2026-01-21 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000359,5000000359,GIS-245-3150,3,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-21 12:05:00,2026-01-21 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000360,5000000360,GIS-145-4000,4,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-21 12:25:00,2026-01-21 12:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000361,5000000361,GIS-072-3150,4,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-21 12:45:00,2026-01-21 13:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000362,5000000362,GIS-300-4000,2,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-21 13:05:00,2026-01-21 13:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000363,5000000363,GIS-072-3150,5,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-21 13:25:00,2026-01-21 13:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000364,5000000364,GIS-145-3150,2,LINE-04,Priority.HIGH,ShiftType.MORNING,2026-01-21 13:45:00,2026-01-21 14:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000365,5000000365,GIS-072-2500,5,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-21 14:05:00,2026-01-21 14:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260121-000366,5000000366,GIS-420-4000,2,LINE-06,Priority.LOW,ShiftType.MORNING,2026-01-21 14:25:00,2026-01-21 14:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000367,5000000367,GIS-072-3150,3,LINE-01,Priority.HIGH,ShiftType.MORNING,2026-01-22 06:45:00,2026-01-22 07:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000368,5000000368,GIS-300-4000,1,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-22 07:05:00,2026-01-22 07:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000369,5000000369,GIS-245-3150,3,LINE-03,Priority.URGENT,ShiftType.MORNING,2026-01-22 07:25:00,2026-01-22 07:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000370,5000000370,GIS-072-2500,4,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-22 07:45:00,2026-01-22 08:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000371,5000000371,GIS-072-2500,5,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-22 08:05:00,2026-01-22 08:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000372,5000000372,GIS-300-4000,1,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-22 08:25:00,2026-01-22 08:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000373,5000000373,GIS-300-4000,1,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-22 08:45:00,2026-01-22 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000374,5000000374,GIS-072-2500,5,LINE-02,Priority.LOW,ShiftType.MORNING,2026-01-22 09:05:00,2026-01-22 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000375,5000000375,GIS-300-4000,1,LINE-03,Priority.URGENT,ShiftType.MORNING,2026-01-22 09:25:00,2026-01-22 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000376,5000000376,GIS-145-4000,2,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-22 09:45:00,2026-01-22 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000377,5000000377,GIS-300-4000,1,LINE-05,Priority.LOW,ShiftType.MORNING,2026-01-22 10:05:00,2026-01-22 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000378,5000000378,GIS-245-4000,1,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-22 10:25:00,2026-01-22 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000379,5000000379,GIS-072-2500,4,LINE-01,Priority.LOW,ShiftType.MORNING,2026-01-22 10:45:00,2026-01-22 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000380,5000000380,GIS-245-4000,3,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-22 11:05:00,2026-01-22 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000381,5000000381,GIS-072-2500,4,LINE-03,Priority.HIGH,ShiftType.MORNING,2026-01-22 11:25:00,2026-01-22 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000382,5000000382,GIS-145-4000,2,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-22 11:45:00,2026-01-22 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000383,5000000383,GIS-072-3150,5,LINE-05,Priority.LOW,ShiftType.MORNING,2026-01-22 12:05:00,2026-01-22 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000384,5000000384,GIS-245-4000,3,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-22 12:25:00,2026-01-22 12:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000385,5000000385,GIS-145-4000,2,LINE-01,Priority.LOW,ShiftType.MORNING,2026-01-22 12:45:00,2026-01-22 13:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260122-000386,5000000386,GIS-145-4000,3,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-22 13:05:00,2026-01-22 13:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000387,5000000387,GIS-145-4000,3,LINE-03,Priority.LOW,ShiftType.MORNING,2026-01-23 06:45:00,2026-01-23 07:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000388,5000000388,GIS-072-2500,5,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-23 07:05:00,2026-01-23 07:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000389,5000000389,GIS-072-2500,5,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-23 07:25:00,2026-01-23 07:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000390,5000000390,GIS-145-4000,3,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-23 07:45:00,2026-01-23 08:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000391,5000000391,GIS-170-4000,3,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-23 08:05:00,2026-01-23 08:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000392,5000000392,GIS-170-4000,2,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-23 08:25:00,2026-01-23 08:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000393,5000000393,GIS-072-2500,5,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-23 08:45:00,2026-01-23 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000394,5000000394,GIS-245-4000,3,LINE-04,Priority.HIGH,ShiftType.MORNING,2026-01-23 09:05:00,2026-01-23 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
