press_operation_id,serial_number,execution_id,work_order_id,operation_number,operation_name,machine_id,tool_id,operator_id,press_program_id,operation_start,operation_end,target_force_kn,actual_force_kn,force_deviation_kn,displacement_mm,cycle_time_sec,quality_result
POP-00003252,SN-00000813,EXEC-000294,WO-20260118-000294,4,PRESS_FIT_4,PF-L3-S10,TL-DTA-030,OP-0053,PP-0012,2026-01-18 12:48:40,2026-01-18 12:49:20,155.0,154.12,-0.88,25.0,40,QualityResult.PASS
POP-00003253,SN-00000814,EXEC-000294,WO-20260118-000294,1,PRESS_FIT_1,PF-L1-S10,TL-PLT-026,OP-0047,PP-0009,2026-01-18 12:45:00,2026-01-18 12:45:40,155.0,157.49,2.49,25.0,40,QualityResult.PASS
POP-00003254,SN-00000814,EXEC-000294,WO-20260118-000294,2,PRESS_FIT_2,PF-L2-S10,TL-DTA-048,OP-0002,PP-0010,2026-01-18 12:46:10,2026-01-18 12:46:50,155.0,156.52,1.52,25.0,40,QualityResult.PASS
POP-00003255,SN-00000814,EXEC-000294,WO-20260118-000294,3,PRESS_FIT_3,PF-L6-S10,TL-ASM-038,OP-0018,PP-0011,2026-01-18 12:47:16,2026-01-18 12:47:56,155.0,155.58,0.58,25.0,40,QualityResult.PASS
POP-00003256,SN-00000814,EXEC-000294,WO-20260118-000294,4,PRESS_FIT_4,PF-L6-S10,TL-VIS-023,OP-0031,PP-0012,2026-01-18 12:48:28,2026-01-18 12:49:08,155.0,154.58,-0.42,25.0,40,QualityResult.PASS
POP-00003257,SN-00000815,EXEC-000294,WO-20260118-000294,1,PRESS_FIT_1,PF-L2-S10,TL-DTA-021,OP-0016,PP-0009,2026-01-18 12:45:00,2026-01-18 12:45:40,155.0,158.08,3.08,25.0,40,QualityResult.PASS
POP-00003258,SN-00000815,EXEC-000294,WO-20260118-000294,2,PRESS_FIT_2,PF-L4-S10,TL-DTA-003,OP-0062,PP-0010,2026-01-18 12:46:09,2026-01-18 12:46:49,155.0,155.74,0.74,25.0,40,QualityResult.PASS
POP-00003259,SN-00000815,EXEC-000294,WO-20260118-000294,3,PRESS_FIT_3,PF-L4-S10,TL-PF-019,OP-0056,PP-0011,2026-01-18 12:47:25,2026-01-18 12:48:05,155.0,157.98,2.98,25.0,40,QualityResult.PASS
POP-00003260,SN-00000815,EXEC-000294,WO-20260118-000294,4,PRESS_FIT_4,PF-L4-S10,TL-MOT-006,OP-0043,PP-0012,2026-01-18 12:48:18,2026-01-18 12:48:58,155.0,152.08,-2.92,25.0,40,QualityResult.PASS
POP-00003261,SN-00000816,EXEC-000295,WO-20260118-000295,1,PRESS_FIT_1,PF-L6-S10,TL-ASM-002,OP-0039,PP-0017,2026-01-18 13:05:00,2026-01-18 13:05:43,162.0,158.88,-3.12,25.0,43,QualityResult.PASS
POP-00003262,SN-00000816,EXEC-000295,WO-20260118-000295,2,PRESS_FIT_2,PF-L3-S10,TL-PLT-017,OP-0043,PP-0018,2026-01-18 13:05:53,2026-01-18 13:06:36,162.0,158.84,-3.16,25.0,43,QualityResult.PASS
POP-00003263,SN-00000816,EXEC-000295,WO-20260118-000295,3,PRESS_FIT_3,PF-L3-S10,TL-HVT-007,OP-0062,PP-0019,2026-01-18 13:07:09,2026-01-18 13:07:52,162.0,160.23,-1.77,25.0,43,QualityResult.PASS
POP-00003264,SN-00000816,EXEC-000295,WO-20260118-000295,4,PRESS_FIT_4,PF-L1-S10,TL-PKG-045,OP-0033,PP-0020,2026-01-18 13:08:30,2026-01-18 13:09:13,162.0,161.0,-1.0,25.0,43,QualityResult.PASS
POP-00003265,SN-00000817,EXEC-000295,WO-20260118-000295,1,PRESS_FIT_1,PF-L2-S10,TL-MOT-015,OP-0057,PP-0017,2026-01-18 13:05:00,2026-01-18 13:05:43,162.0,162.16,0.16,25.0,43,QualityResult.PASS
POP-00003266,SN-00000817,EXEC-000295,WO-20260118-000295,2,PRESS_FIT_2,PF-L1-S10,TL-PKG-036,OP-0017,PP-0018,2026-01-18 13:06:14,2026-01-18 13:06:57,162.0,163.66,1.66,25.0,43,QualityResult.PASS
POP-00003267,SN-00000817,EXEC-000295,WO-20260118-000295,3,PRESS_FIT_3,PF-L2-S10,TL-MOT-006,OP-0040,PP-0019,2026-01-18 13:07:13,2026-01-18 13:07:56,162.0,160.64,-1.36,25.0,43,QualityResult.PASS
POP-00003268,SN-00000817,EXEC-000295,WO-20260118-000295,4,PRESS_FIT_4,PF-L6-S10,TL-PLT-053,OP-0025,PP-0020,2026-01-18 13:08:25,2026-01-18 13:09:08,162.0,161.28,-0.72,25.0,43,QualityResult.PASS
POP-00003269,SN-00000818,EXEC-000295,WO-20260118-000295,1,PRESS_FIT_1,PF-L4-S10,TL-ASM-029,OP-0017,PP-0017,2026-01-18 13:05:00,2026-01-18 13:05:43,162.0,165.48,3.48,25.0,43,QualityResult.PASS
POP-00003270,SN-00000818,EXEC-000295,WO-20260118-000295,2,PRESS_FIT_2,PF-L3-S10,TL-HVT-043,OP-0034,PP-0018,2026-01-18 13:06:23,2026-01-18 13:07:06,162.0,162.43,0.43,25.0,43,QualityResult.PASS
POP-00003271,SN-00000818,EXEC-000295,WO-20260118-000295,3,PRESS_FIT_3,PF-L5-S10,TL-GBA-040,OP-0045,PP-0019,2026-01-18 13:07:39,2026-01-18 13:08:22,162.0,165.44,3.44,25.0,43,QualityResult.PASS
POP-00003272,SN-00000818,EXEC-000295,WO-20260118-000295,4,PRESS_FIT_4,PF-L5-S10,TL-DTA-021,OP-0069,PP-0020,2026-01-18 13:08:32,2026-01-18 13:09:15,162.0,162.78,0.78,25.0,43,QualityResult.PASS
POP-00003273,SN-00000819,EXEC-000296,WO-20260118-000296,1,PRESS_FIT_1,PF-L6-S10,TL-PKG-009,OP-0055,PP-0009,2026-01-18 13:25:00,2026-01-18 13:25:40,155.0,156.56,1.56,25.0,40,QualityResult.PASS
POP-00003274,SN-00000819,EXEC-000296,WO-20260118-000296,2,PRESS_FIT_2,PF-L3-S10,TL-VIS-032,OP-0020,PP-0010,2026-01-18 13:26:11,2026-01-18 13:26:51,155.0,154.68,-0.32,25.0,40,QualityResult.PASS
POP-00003275,SN-00000819,EXEC-000296,WO-20260118-000296,3,PRESS_FIT_3,PF-L5-S10,TL-HVT-025,OP-0027,PP-0011,2026-01-18 13:27:28,2026-01-18 13:28:08,155.0,151.65,-3.35,25.0,40,QualityResult.PASS
POP-00003276,SN-00000819,EXEC-000296,WO-20260118-000296,4,PRESS_FIT_4,PF-L6-S10,TL-PF-028,OP-0009,PP-0012,2026-01-18 13:28:47,2026-01-18 13:29:27,155.0,152.92,-2.08,25.0,40,QualityResult.PASS
POP-00003277,SN-00000820,EXEC-000296,WO-20260118-000296,1,PRESS_FIT_1,PF-L1-S10,TL-PF-001,OP-0058,PP-0009,2026-01-18 13:25:00,2026-01-18 13:25:40,155.0,154.73,-0.27,25.0,40,QualityResult.PASS
POP-00003278,SN-00000820,EXEC-000296,WO-20260118-000296,2,PRESS_FIT_2,PF-L6-S10,TL-PKG-036,OP-0008,PP-0010,2026-01-18 13:26:11,2026-01-18 13:26:51,155.0,157.98,2.98,25.0,40,QualityResult.PASS
POP-00003279,SN-00000820,EXEC-000296,WO-20260118-000296,3,PRESS_FIT_3,PF-L5-S10,TL-PF-028,OP-0001,PP-0011,2026-01-18 13:27:02,2026-01-18 13:27:42,155.0,158.35,3.35,25.0,40,QualityResult.PASS
POP-00003280,SN-00000820,EXEC-000296,WO-20260118-000296,4,PRESS_FIT_4,PF-L4-S10,TL-PKG-009,OP-0007,PP-0012,2026-01-18 13:27:59,2026-01-18 13:28:39,155.0,158.05,3.05,25.0,40,QualityResult.PASS
POP-00003281,SN-00000821,EXEC-000297,WO-20260118-000297,1,PRESS_FIT_1,PF-L6-S10,TL-HVT-007,OP-0037,PP-0005,2026-01-18 13:45:00,2026-01-18 13:45:36,150.0,147.75,-2.25,25.0,36,QualityResult.PASS
POP-00003282,SN-00000821,EXEC-000297,WO-20260118-000297,2,PRESS_FIT_2,PF-L5-S10,TL-HVT-052,OP-0055,PP-0006,2026-01-18 13:46:05,2026-01-18 13:46:41,150.0,152.67,2.67,25.0,36,QualityResult.PASS
POP-00003283,SN-00000821,EXEC-000297,WO-20260118-000297,3,PRESS_FIT_3,PF-L1-S10,TL-VIS-005,OP-0030,PP-0007,2026-01-18 13:47:08,2026-01-18 13:47:44,150.0,148.47,-1.53,25.0,36,QualityResult.PASS
POP-00003284,SN-00000821,EXEC-000297,WO-20260118-000297,4,PRESS_FIT_4,PF-L3-S10,TL-PF-028,OP-0023,PP-0008,2026-01-18 13:48:07,2026-01-18 13:48:43,150.0,147.95,-2.05,25.0,36,QualityResult.PASS
POP-00003285,SN-00000822,EXEC-000297,WO-20260118-000297,1,PRESS_FIT_1,PF-L1-S10,TL-GBA-022,OP-0001,PP-0005,2026-01-18 13:45:00,2026-01-18 13:45:36,150.0,147.05,-2.95,25.0,36,QualityResult.PASS
POP-00003286,SN-00000822,EXEC-000297,WO-20260118-000297,2,PRESS_FIT_2,PF-L5-S10,TL-PF-037,OP-0070,PP-0006,2026-01-18 13:46:01,2026-01-18 13:46:37,150.0,147.54,-2.46,25.0,36,QualityResult.PASS
POP-00003287,SN-00000822,EXEC-000297,WO-20260118-000297,3,PRESS_FIT_3,PF-L4-S10,TL-PLT-008,OP-0003,PP-0007,2026-01-18 13:47:14,2026-01-18 13:47:50,150.0,152.4,2.4,25.0,36,QualityResult.PASS
POP-00003288,SN-00000822,EXEC-000297,WO-20260118-000297,4,PRESS_FIT_4,PF-L6-S10,TL-VIS-005,OP-0024,PP-0008,2026-01-18 13:48:29,2026-01-18 13:49:05,150.0,148.98,-1.02,25.0,36,QualityResult.PASS
POP-00003289,SN-00000823,EXEC-000297,WO-20260118-000297,1,PRESS_FIT_1,PF-L5-S10,TL-DTA-030,OP-0015,PP-0005,2026-01-18 13:45:00,2026-01-18 13:45:36,150.0,152.34,2.34,25.0,36,QualityResult.PASS
POP-00003290,SN-00000823,EXEC-000297,WO-20260118-000297,2,PRESS_FIT_2,PF-L1-S10,TL-PLT-044,OP-0017,PP-0006,2026-01-18 13:46:12,2026-01-18 13:46:48,150.0,150.92,0.92,25.0,36,QualityResult.PASS
POP-00003291,SN-00000823,EXEC-000297,WO-20260118-000297,3,PRESS_FIT_3,PF-L6-S10,TL-GBA-049,OP-0040,PP-0007,2026-01-18 13:47:12,2026-01-18 13:47:48,150.0,152.41,2.41,25.0,36,QualityResult.PASS
POP-00003292,SN-00000823,EXEC-000297,WO-20260118-000297,4,PRESS_FIT_4,PF-L5-S10,TL-DTA-021,OP-0067,PP-0008,2026-01-18 13:48:13,2026-01-18 13:48:49,150.0,150.27,0.27,25.0,36,QualityResult.PASS
POP-00003293,SN-00000824,EXEC-000297,WO-20260118-000297,1,PRESS_FIT_1,PF-L3-S10,TL-VIS-041,OP-0069,PP-0005,2026-01-18 13:45:00,2026-01-18 13:45:36,150.0,148.85,-1.15,25.0,36,QualityResult.PASS
POP-00003294,SN-00000824,EXEC-000297,WO-20260118-000297,2,PRESS_FIT_2,PF-L2-S10,TL-GBA-049,OP-0058,PP-0006,2026-01-18 13:45:52,2026-01-18 13:46:28,150.0,148.92,-1.08,25.0,36,QualityResult.PASS
POP-00003295,SN-00000824,EXEC-000297,WO-20260118-000297,3,PRESS_FIT_3,PF-L1-S10,TL-MOT-015,OP-0057,PP-0007,2026-01-18 13:46:40,2026-01-18 13:47:16,150.0,149.74,-0.26,25.0,36,QualityResult.PASS
POP-00003296,SN-00000824,EXEC-000297,WO-20260118-000297,4,PRESS_FIT_4,PF-L5-S10,TL-DTA-030,OP-0049,PP-0008,2026-01-18 13:47:44,2026-01-18 13:48:20,150.0,147.03,-2.97,25.0,36,QualityResult.PASS
POP-00003297,SN-00000825,EXEC-000298,WO-20260119-000298,1,PRESS_FIT_1,PF-L2-S10,TL-VIS-041,OP-0012,PP-0009,2026-01-19 06:45:00,2026-01-19 06:45:40,155.0,157.5,2.5,25.0,40,QualityResult.PASS
POP-00003298,SN-00000825,EXEC-000298,WO-20260119-000298,2,PRESS_FIT_2,PF-L6-S10,TL-ASM-002,OP-0007,PP-0010,2026-01-19 06:46:02,2026-01-19 06:46:42,155.0,154.96,-0.04,25.0,40,QualityResult.PASS
POP-00003299,SN-00000825,EXEC-000298,WO-20260119-000298,3,PRESS_FIT_3,PF-L5-S10,TL-HVT-052,OP-0010,PP-0011,2026-01-19 06:47:09,2026-01-19 06:47:49,155.0,153.77,-1.23,25.0,40,QualityResult.PASS
POP-00003300,SN-00000825,EXEC-000298,WO-20260119-000298,4,PRESS_FIT_4,PF-L5-S10,TL-VIS-032,OP-0065,PP-0012,2026-01-19 06:48:05,2026-01-19 06:48:45,155.0,153.33,-1.67,25.0,40,QualityResult.PASS
POP-00003301,SN-00000826,EXEC-000298,WO-20260119-000298,1,PRESS_FIT_1,PF-L2-S10,TL-PKG-045,OP-0058,PP-0009,2026-01-19 06:45:00,2026-01-19 06:45:40,155.0,151.94,-3.06,25.0,40,QualityResult.PASS
POP-00003302,SN-00000826,EXEC-000298,WO-20260119-000298,2,PRESS_FIT_2,PF-L6-S10,TL-ASM-038,OP-0056,PP-0010,2026-01-19 06:46:09,2026-01-19 06:46:49,155.0,153.03,-1.97,25.0,40,QualityResult.PASS
POP-00003303,SN-00000826,EXEC-000298,WO-20260119-000298,3,PRESS_FIT_3,PF-L4-S10,TL-MOT-024,OP-0046,PP-0011,2026-01-19 06:47:03,2026-01-19 06:47:43,155.0,152.01,-2.99,25.0,40,QualityResult.PASS
POP-00003304,SN-00000826,EXEC-000298,WO-20260119-000298,4,PRESS_FIT_4,PF-L3-S10,TL-PF-001,OP-0058,PP-0012,2026-01-19 06:48:20,2026-01-19 06:49:00,155.0,154.34,-0.66,25.0,40,QualityResult.PASS
POP-00003305,SN-00000827,EXEC-000298,WO-20260119-000298,1,PRESS_FIT_1,PF-L6-S10,TL-HVT-007,OP-0054,PP-0009,2026-01-19 06:45:00,2026-01-19 06:45:40,155.0,152.92,-2.08,25.0,40,QualityResult.PASS
POP-00003306,SN-00000827,EXEC-000298,WO-20260119-000298,2,PRESS_FIT_2,PF-L4-S10,TL-VIS-041,OP-0006,PP-0010,2026-01-19 06:46:05,2026-01-19 06:46:45,155.0,153.98,-1.02,25.0,40,QualityResult.PASS
POP-00003307,SN-00000827,EXEC-000298,WO-20260119-000298,3,PRESS_FIT_3,PF-L4-S10,TL-PF-001,OP-0014,PP-0011,2026-01-19 06:47:25,2026-01-19 06:48:05,155.0,153.92,-1.08,25.0,40,QualityResult.PASS
POP-00003308,SN-00000827,EXEC-000298,WO-20260119-000298,4,PRESS_FIT_4,PF-L6-S10,TL-VIS-050,OP-0047,PP-0012,2026-01-19 06:48:33,2026-01-19 06:49:13,155.0,156.2,1.2,25.0,40,QualityResult.PASS
POP-00003309,SN-00000828,EXEC-000299,WO-20260119-000299,1,PRESS_FIT_1,PF-L1-S10,TL-VIS-050,OP-0035,PP-0021,2026-01-19 07:05:00,2026-01-19 07:05:46,168.0,164.81,-3.19,25.0,46,QualityResult.PASS
POP-00003310,SN-00000828,EXEC-000299,WO-20260119-000299,2,PRESS_FIT_2,PF-L3-S10,TL-GBA-049,OP-0030,PP-0022,2026-01-19 07:06:23,2026-01-19 07:07:09,168.0,169.6,1.6,25.0,46,QualityResult.PASS
POP-00003311,SN-00000828,EXEC-000299,WO-20260119-000299,3,PRESS_FIT_3,PF-L4-S10,TL-PKG-027,OP-0051,PP-0023,2026-01-19 07:07:48,2026-01-19 07:08:34,168.0,170.05,2.05,25.0,46,QualityResult.PASS
POP-00003312,SN-00000828,EXEC-000299,WO-20260119-000299,4,PRESS_FIT_4,PF-L5-S10,TL-GBA-049,OP-0010,PP-0024,2026-01-19 07:09:07,2026-01-19 07:09:53,168.0,167.83,-0.17,25.0,46,QualityResult.PASS
POP-00003313,SN-00000829,EXEC-000299,WO-20260119-000299,1,PRESS_FIT_1,PF-L6-S10,TL-PKG-045,OP-0024,PP-0021,2026-01-19 07:05:00,2026-01-19 07:05:46,168.0,164.97,-3.03,25.0,46,QualityResult.PASS
POP-00003314,SN-00000829,EXEC-000299,WO-20260119-000299,2,PRESS_FIT_2,PF-L4-S10,TL-PLT-017,OP-0023,PP-0022,2026-01-19 07:06:15,2026-01-19 07:07:01,168.0,170.16,2.16,25.0,46,QualityResult.PASS
POP-00003315,SN-00000829,EXEC-000299,WO-20260119-000299,3,PRESS_FIT_3,PF-L3-S10,TL-PKG-054,OP-0036,PP-0023,2026-01-19 07:07:34,2026-01-19 07:08:20,168.0,170.51,2.51,25.0,46,QualityResult.PASS
POP-00003316,SN-00000829,EXEC-000299,WO-20260119-000299,4,PRESS_FIT_4,PF-L6-S10,TL-VIS-023,OP-0060,PP-0024,2026-01-19 07:08:57,2026-01-19 07:09:43,168.0,167.86,-0.14,25.0,46,QualityResult.PASS
POP-00003317,SN-00000830,EXEC-000300,WO-20260119-000300,1,PRESS_FIT_1,PF-L3-S10,TL-VIS-014,OP-0008,PP-0021,2026-01-19 07:25:00,2026-01-19 07:25:46,168.0,168.31,0.31,25.0,46,QualityResult.PASS
POP-00003318,SN-00000830,EXEC-000300,WO-20260119-000300,2,PRESS_FIT_2,PF-L6-S10,TL-PLT-035,OP-0030,PP-0022,2026-01-19 07:26:11,2026-01-19 07:26:57,168.0,170.82,2.82,25.0,46,QualityResult.PASS
POP-00003319,SN-00000830,EXEC-000300,WO-20260119-000300,3,PRESS_FIT_3,PF-L6-S10,TL-GBA-022,OP-0019,PP-0023,2026-01-19 07:27:18,2026-01-19 07:28:04,168.0,170.83,2.83,25.0,46,QualityResult.PASS
POP-00003320,SN-00000830,EXEC-000300,WO-20260119-000300,4,PRESS_FIT_4,PF-L6-S10,TL-GBA-049,OP-0026,PP-0024,2026-01-19 07:28:21,2026-01-19 07:29:07,168.0,164.58,-3.42,25.0,46,QualityResult.PASS
POP-00003321,SN-00000831,EXEC-000300,WO-20260119-000300,1,PRESS_FIT_1,PF-L3-S10,TL-MOT-015,OP-0006,PP-0021,2026-01-19 07:25:00,2026-01-19 07:25:46,168.0,170.01,2.01,25.0,46,QualityResult.PASS
POP-00003322,SN-00000831,EXEC-000300,WO-20260119-000300,2,PRESS_FIT_2,PF-L1-S10,TL-ASM-047,OP-0045,PP-0022,2026-01-19 07:26:16,2026-01-19 07:27:02,168.0,166.01,-1.99,25.0,46,QualityResult.PASS
POP-00003323,SN-00000831,EXEC-000300,WO-20260119-000300,3,PRESS_FIT_3,PF-L1-S10,TL-PF-010,OP-0002,PP-0023,2026-01-19 07:27:38,2026-01-19 07:28:24,168.0,165.91,-2.09,25.0,46,QualityResult.PASS
POP-00003324,SN-00000831,EXEC-000300,WO-20260119-000300,4,PRESS_FIT_4,PF-L4-S10,TL-HVT-025,OP-0029,PP-0024,2026-01-19 07:28:39,2026-01-19 07:29:25,168.0,168.08,0.08,25.0,46,QualityResult.PASS
POP-00003325,SN-00000832,EXEC-000300,WO-20260119-000300,1,PRESS_FIT_1,PF-L1-S10,TL-PF-046,OP-0017,PP-0021,2026-01-19 07:25:00,2026-01-19 07:25:46,168.0,170.54,2.54,25.0,46,QualityResult.PASS
POP-00003326,SN-00000832,EXEC-000300,WO-20260119-000300,2,PRESS_FIT_2,PF-L1-S10,TL-PF-028,OP-0062,PP-0022,2026-01-19 07:26:17,2026-01-19 07:27:03,168.0,165.45,-2.55,25.0,46,QualityResult.PASS
POP-00003327,SN-00000832,EXEC-000300,WO-20260119-000300,3,PRESS_FIT_3,PF-L2-S10,TL-ASM-047,OP-0018,PP-0023,2026-01-19 07:27:28,2026-01-19 07:28:14,168.0,169.58,1.58,25.0,46,QualityResult.PASS
POP-00003328,SN-00000832,EXEC-000300,WO-20260119-000300,4,PRESS_FIT_4,PF-L5-S10,TL-MOT-024,OP-0056,PP-0024,2026-01-19 07:28:25,2026-01-19 07:29:11,168.0,167.96,-0.04,25.0,46,QualityResult.PASS
POP-00003329,SN-00000833,EXEC-000301,WO-20260119-000301,1,PRESS_FIT_1,PF-L1-S10,TL-ASM-020,OP-0063,PP-0013,2026-01-19 07:45:00,2026-01-19 07:45:42,160.0,161.97,1.97,25.0,42,QualityResult.PASS
POP-00003330,SN-00000833,EXEC-000301,WO-20260119-000301,2,PRESS_FIT_2,PF-L1-S10,TL-GBA-040,OP-0037,PP-0014,2026-01-19 07:45:53,2026-01-19 07:46:35,160.0,159.96,-0.04,25.0,42,QualityResult.PASS
POP-00003331,SN-00000833,EXEC-000301,WO-20260119-000301,3,PRESS_FIT_3,PF-L5-S10,TL-VIS-023,OP-0062,PP-0015,2026-01-19 07:47:01,2026-01-19 07:47:43,160.0,161.45,1.45,25.0,42,QualityResult.PASS
POP-00003332,SN-00000833,EXEC-000301,WO-20260119-000301,4,PRESS_FIT_4,PF-L4-S10,TL-DTA-039,OP-0016,PP-0016,2026-01-19 07:48:11,2026-01-19 07:48:53,160.0,163.47,3.47,25.0,42,QualityResult.PASS
POP-00003333,SN-00000834,EXEC-000301,WO-20260119-000301,1,PRESS_FIT_1,PF-L2-S10,TL-PLT-017,OP-0067,PP-0013,2026-01-19 07:45:00,2026-01-19 07:45:42,160.0,157.42,-2.58,25.0,42,QualityResult.PASS
POP-00003334,SN-00000834,EXEC-000301,WO-20260119-000301,2,PRESS_FIT_2,PF-L6-S10,TL-VIS-050,OP-0020,PP-0014,2026-01-19 07:45:55,2026-01-19 07:46:37,160.0,158.33,-1.67,25.0,42,QualityResult.PASS
POP-00003335,SN-00000834,EXEC-000301,WO-20260119-000301,3,PRESS_FIT_3,PF-L6-S10,TL-DTA-003,OP-0012,PP-0015,2026-01-19 07:46:57,2026-01-19 07:47:39,160.0,158.43,-1.57,25.0,42,QualityResult.PASS
POP-00003336,SN-00000834,EXEC-000301,WO-20260119-000301,4,PRESS_FIT_4,PF-L1-S10,TL-PF-019,OP-0043,PP-0016,2026-01-19 07:48:10,2026-01-19 07:48:52,160.0,161.99,1.99,25.0,42,QualityResult.PASS
POP-00003337,SN-00000835,EXEC-000302,WO-20260119-000302,1,PRESS_FIT_1,PF-L5-S10,TL-DTA-030,OP-0033,PP-0041,2026-01-19 08:05:00,2026-01-19 08:06:02,195.0,194.63,-0.37,25.0,62,QualityResult.PASS
POP-00003338,SN-00000835,EXEC-000302,WO-20260119-000302,2,PRESS_FIT_2,PF-L1-S10,TL-PKG-018,OP-0010,PP-0042,2026-01-19 08:06:39,2026-01-19 08:07:41,195.0,196.32,1.32,25.0,62,QualityResult.PASS
POP-00003339,SN-00000835,EXEC-000302,WO-20260119-000302,3,PRESS_FIT_3,PF-L3-S10,TL-MOT-033,OP-0025,PP-0043,2026-01-19 08:08:03,2026-01-19 08:09:05,195.0,192.68,-2.32,25.0,62,QualityResult.PASS
POP-00003340,SN-00000835,EXEC-000302,WO-20260119-000302,4,PRESS_FIT_4,PF-L6-S10,TL-PF-028,OP-0060,PP-0044,2026-01-19 08:09:15,2026-01-19 08:10:17,195.0,192.8,-2.2,25.0,62,QualityResult.PASS
POP-00003341,SN-00000836,EXEC-000303,WO-20260119-000303,1,PRESS_FIT_1,PF-L3-S10,TL-PF-037,OP-0037,PP-0001,2026-01-19 08:25:00,2026-01-19 08:25:35,145.0,143.22,-1.78,25.0,35,QualityResult.PASS
POP-00003342,SN-00000836,EXEC-000303,WO-20260119-000303,2,PRESS_FIT_2,PF-L2-S10,TL-MOT-024,OP-0055,PP-0002,2026-01-19 08:26:12,2026-01-19 08:26:47,145.0,141.87,-3.13,25.0,35,QualityResult.PASS
POP-00003343,SN-00000836,EXEC-000303,WO-20260119-000303,3,PRESS_FIT_3,PF-L6-S10,TL-PF-037,OP-0043,PP-0003,2026-01-19 08:26:59,2026-01-19 08:27:34,145.0,141.62,-3.38,25.0,35,QualityResult.PASS
POP-00003344,SN-00000836,EXEC-000303,WO-20260119-000303,4,PRESS_FIT_4,PF-L6-S10,TL-DTA-039,OP-0022,PP-0004,2026-01-19 08:27:53,2026-01-19 08:28:28,145.0,144.82,-0.18,25.0,35,QualityResult.PASS
POP-00003345,SN-00000837,EXEC-000303,WO-20260119-000303,1,PRESS_FIT_1,PF-L1-S10,TL-DTA-039,OP-0015,PP-0001,2026-01-19 08:25:00,2026-01-19 08:25:35,145.0,145.83,0.83,25.0,35,QualityResult.PASS
POP-00003346,SN-00000837,EXEC-000303,WO-20260119-000303,2,PRESS_FIT_2,PF-L1-S10,TL-HVT-052,OP-0034,PP-0002,2026-01-19 08:26:04,2026-01-19 08:26:39,145.0,145.14,0.14,25.0,35,QualityResult.PASS
POP-00003347,SN-00000837,EXEC-000303,WO-20260119-000303,3,PRESS_FIT_3,PF-L2-S10,TL-HVT-016,OP-0008,PP-0003,2026-01-19 08:27:08,2026-01-19 08:27:43,145.0,147.81,2.81,25.0,35,QualityResult.PASS
POP-00003348,SN-00000837,EXEC-000303,WO-20260119-000303,4,PRESS_FIT_4,PF-L1-S10,TL-DTA-012,OP-0043,PP-0004,2026-01-19 08:28:22,2026-01-19 08:28:57,145.0,146.18,1.18,25.0,35,QualityResult.PASS
POP-00003349,SN-00000838,EXEC-000303,WO-20260119-000303,1,PRESS_FIT_1,PF-L5-S10,TL-PF-019,OP-0054,PP-0001,2026-01-19 08:25:00,2026-01-19 08:25:35,145.0,147.23,2.23,25.0,35,QualityResult.PASS
POP-00003350,SN-00000838,EXEC-000303,WO-20260119-000303,2,PRESS_FIT_2,PF-L4-S10,TL-VIS-014,OP-0070,PP-0002,2026-01-19 08:26:00,2026-01-19 08:26:35,145.0,144.77,-0.23,25.0,35,QualityResult.PASS
POP-00003351,SN-00000838,EXEC-000303,WO-20260119-000303,3,PRESS_FIT_3,PF-L2-S10,TL-ASM-011,OP-0058,PP-0003,2026-01-19 08:27:00,2026-01-19 08:27:35,145.0,142.98,-2.02,25.0,35,QualityResult.PASS
POP-00003352,SN-00000838,EXEC-000303,WO-20260119-000303,4,PRESS_FIT_4,PF-L6-S10,TL-MOT-033,OP-0053,PP-0004,2026-01-19 08:28:02,2026-01-19 08:28:37,145.0,148.34,3.34,25.0,35,QualityResult.PASS
POP-00003353,SN-00000839,EXEC-000303,WO-20260119-000303,1,PRESS_FIT_1,PF-L5-S10,TL-GBA-022,OP-0054,PP-0001,2026-01-19 08:25:00,2026-01-19 08:25:35,145.0,142.73,-2.27,25.0,35,QualityResult.PASS
POP-00003354,SN-00000839,EXEC-000303,WO-20260119-000303,2,PRESS_FIT_2,PF-L4-S10,TL-ASM-002,OP-0043,PP-0002,2026-01-19 08:26:02,2026-01-19 08:26:37,145.0,145.03,0.03,25.0,35,QualityResult.PASS
POP-00003355,SN-00000839,EXEC-000303,WO-20260119-000303,3,PRESS_FIT_3,PF-L3-S10,TL-PLT-008,OP-0001,PP-0003,2026-01-19 08:27:11,2026-01-19 08:27:46,145.0,146.47,1.47,25.0,35,QualityResult.PASS
POP-00003356,SN-00000839,EXEC-000303,WO-20260119-000303,4,PRESS_FIT_4,PF-L2-S10,TL-PKG-045,OP-0039,PP-0004,2026-01-19 08:28:18,2026-01-19 08:28:53,145.0,142.34,-2.66,25.0,35,QualityResult.PASS
POP-00003357,SN-00000840,EXEC-000304,WO-20260119-000304,1,PRESS_FIT_1,PF-L5-S10,TL-HVT-043,OP-0060,PP-0033,2026-01-19 08:45:00,2026-01-19 08:45:55,180.0,182.96,2.96,25.0,55,QualityResult.PASS
POP-00003358,SN-00000840,EXEC-000304,WO-20260119-000304,2,PRESS_FIT_2,PF-L2-S10,TL-VIS-050,OP-0025,PP-0034,2026-01-19 08:46:29,2026-01-19 08:47:24,180.0,176.99,-3.01,25.0,55,QualityResult.PASS
