execution_id,work_order_id,sap_order_number,product_code,quantity,plant_code,production_line,planned_shift,execution_start,execution_end,status
EXEC-000281,WO-20260118-000281,5000000281,GIS-245-3150,1,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-18 08:25:00,2026-01-18 08:55:00,ExecutionStatus.PLANNED
EXEC-000282,WO-20260118-000282,5000000282,GIS-145-3150,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-18 08:45:00,2026-01-18 09:15:00,ExecutionStatus.PLANNED
EXEC-000283,WO-20260118-000283,5000000283,GIS-072-2500,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-18 09:05:00,2026-01-18 09:35:00,ExecutionStatus.PLANNED
EXEC-000284,WO-20260118-000284,5000000284,GIS-072-2500,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-18 09:25:00,2026-01-18 09:55:00,ExecutionStatus.PLANNED
EXEC-000285,WO-20260118-000285,5000000285,GIS-245-3150,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-18 09:45:00,2026-01-18 10:15:00,ExecutionStatus.PLANNED
EXEC-000286,WO-20260118-000286,5000000286,GIS-145-3150,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-18 10:05:00,2026-01-18 10:35:00,ExecutionStatus.PLANNED
EXEC-000287,WO-20260118-000287,5000000287,GIS-072-3150,5,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-18 10:25:00,2026-01-18 10:55:00,ExecutionStatus.PLANNED
EXEC-000288,WO-20260118-000288,5000000288,GIS-072-3150,5,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-18 10:45:00,2026-01-18 11:15:00,ExecutionStatus.PLANNED
EXEC-000289,WO-20260118-000289,5000000289,GIS-420-4000,1,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-18 11:05:00,2026-01-18 11:35:00,ExecutionStatus.PLANNED
EXEC-000290,WO-20260118-000290,5000000290,GIS-245-4000,2,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-18 11:25:00,2026-01-18 11:55:00,ExecutionStatus.PLANNED
EXEC-000291,WO-20260118-000291,5000000291,GIS-245-4000,2,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-18 11:45:00,2026-01-18 12:15:00,ExecutionStatus.PLANNED
EXEC-000292,WO-20260118-000292,5000000292,GIS-072-3150,4,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-18 12:05:00,2026-01-18 12:35:00,ExecutionStatus.PLANNED
EXEC-000293,WO-20260118-000293,5000000293,GIS-170-4000,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-18 12:25:00,2026-01-18 12:55:00,ExecutionStatus.PLANNED
EXEC-000294,WO-20260118-000294,5000000294,GIS-145-3150,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-18 12:45:00,2026-01-18 13:15:00,ExecutionStatus.PLANNED
EXEC-000295,WO-20260118-000295,5000000295,GIS-170-4000,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-18 13:05:00,2026-01-18 13:35:00,ExecutionStatus.PLANNED
EXEC-000296,WO-20260118-000296,5000000296,GIS-145-3150,2,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-18 13:25:00,2026-01-18 13:55:00,ExecutionStatus.PLANNED
EXEC-000297,WO-20260118-000297,5000000297,GIS-072-3150,4,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-18 13:45:00,2026-01-18 14:15:00,ExecutionStatus.PLANNED
EXEC-000298,WO-20260119-000298,5000000298,GIS-145-3150,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-19 06:45:00,2026-01-19 07:15:00,ExecutionStatus.PLANNED
EXEC-000299,WO-20260119-000299,5000000299,GIS-245-3150,2,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-19 07:05:00,2026-01-19 07:35:00,ExecutionStatus.PLANNED
EXEC-000300,WO-20260119-000300,5000000300,GIS-245-3150,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-19 07:25:00,2026-01-19 07:55:00,ExecutionStatus.PLANNED
EXEC-000301,WO-20260119-000301,5000000301,GIS-145-4000,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-19 07:45:00,2026-01-19 08:15:00,ExecutionStatus.PLANNED
EXEC-000302,WO-20260119-000302,5000000302,GIS-550-5000,1,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-19 08:05:00,2026-01-19 08:35:00,ExecutionStatus.PLANNED
EXEC-000303,WO-20260119-000303,5000000303,GIS-072-2500,4,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-19 08:25:00,2026-01-19 08:55:00,ExecutionStatus.PLANNED
EXEC-000304,WO-20260119-000304,5000000304,GIS-420-4000,1,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-19 08:45:00,2026-01-19 09:15:00,ExecutionStatus.PLANNED
EXEC-000305,WO-20260119-000305,5000000305,GIS-145-3150,4,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-19 09:05:00,2026-01-19 09:35:00,ExecutionStatus.PLANNED
EXEC-000306,WO-20260119-000306,5000000306,GIS-072-2500,4,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-19 09:25:00,2026-01-19 09:55:00,ExecutionStatus.PLANNED
EXEC-000307,WO-20260119-000307,5000000307,GIS-245-3150,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-19 09:45:00,2026-01-19 10:15:00,ExecutionStatus.PLANNED
EXEC-000308,WO-20260119-000308,5000000308,GIS-145-3150,4,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-19 10:05:00,2026-01-19 10:35:00,ExecutionStatus.PLANNED
EXEC-000309,WO-20260119-000309,5000000309,GIS-145-3150,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-19 10:25:00,2026-01-19 10:55:00,ExecutionStatus.PLANNED
EXEC-000310,WO-20260119-000310,5000000310,GIS-420-4000,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-19 10:45:00,2026-01-19 11:15:00,ExecutionStatus.PLANNED
EXEC-000311,WO-20260119-000311,5000000311,GIS-072-2500,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-19 11:05:00,2026-01-19 11:35:00,ExecutionStatus.PLANNED
EXEC-000312,WO-20260119-000312,5000000312,GIS-245-3150,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-19 11:25:00,2026-01-19 11:55:00,ExecutionStatus.PLANNED
EXEC-000313,WO-20260119-000313,5000000313,GIS-245-4000,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-19 11:45:00,2026-01-19 12:15:00,ExecutionStatus.PLANNED
EXEC-000314,WO-20260119-000314,5000000314,GIS-245-4000,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-19 12:05:00,2026-01-19 12:35:00,ExecutionStatus.PLANNED
EXEC-000315,WO-20260119-000315,5000000315,GIS-145-3150,4,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-19 12:25:00,2026-01-19 12:55:00,ExecutionStatus.PLANNED
EXEC-000316,WO-20260119-000316,5000000316,GIS-072-2500,4,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-19 12:45:00,2026-01-19 13:15:00,ExecutionStatus.PLANNED
EXEC-000317,WO-20260119-000317,5000000317,GIS-072-3150,4,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-19 13:05:00,2026-01-19 13:35:00,ExecutionStatus.PLANNED
EXEC-000318,WO-20260119-000318,5000000318,GIS-072-3150,4,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-19 13:25:00,2026-01-19 13:55:00,ExecutionStatus.PLANNED
EXEC-000319,WO-20260119-000319,5000000319,GIS-245-4000,1,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-19 13:45:00,2026-01-19 14:15:00,ExecutionStatus.PLANNED
EXEC-000320,WO-20260119-000320,5000000320,GIS-170-4000,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-19 14:05:00,2026-01-19 14:35:00,ExecutionStatus.PLANNED
EXEC-000321,WO-20260119-000321,5000000321,GIS-072-3150,5,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-19 14:25:00,2026-01-19 14:55:00,ExecutionStatus.PLANNED
EXEC-000322,WO-20260120-000322,5000000322,GIS-245-3150,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-20 06:45:00,2026-01-20 07:15:00,ExecutionStatus.PLANNED
EXEC-000323,WO-20260120-000323,5000000323,GIS-072-2500,4,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-20 07:05:00,2026-01-20 07:35:00,ExecutionStatus.PLANNED
EXEC-000324,WO-20260120-000324,5000000324,GIS-245-3150,1,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-20 07:25:00,2026-01-20 07:55:00,ExecutionStatus.PLANNED
EXEC-000325,WO-20260120-000325,5000000325,GIS-420-5000,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-20 07:45:00,2026-01-20 08:15:00,ExecutionStatus.PLANNED
EXEC-000326,WO-20260120-000326,5000000326,GIS-145-3150,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-20 08:05:00,2026-01-20 08:35:00,ExecutionStatus.PLANNED
EXEC-000327,WO-20260120-000327,5000000327,GIS-145-3150,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-20 08:25:00,2026-01-20 08:55:00,ExecutionStatus.PLANNED
EXEC-000328,WO-20260120-000328,5000000328,GIS-072-2500,4,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-20 08:45:00,2026-01-20 09:15:00,ExecutionStatus.PLANNED
EXEC-000329,WO-20260120-000329,5000000329,GIS-170-4000,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-20 09:05:00,2026-01-20 09:35:00,ExecutionStatus.PLANNED
EXEC-000330,WO-20260120-000330,5000000330,GIS-300-4000,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-20 09:25:00,2026-01-20 09:55:00,ExecutionStatus.PLANNED
EXEC-000331,WO-20260120-000331,5000000331,GIS-170-4000,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-20 09:45:00,2026-01-20 10:15:00,ExecutionStatus.PLANNED
EXEC-000332,WO-20260120-000332,5000000332,GIS-245-4000,2,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-20 10:05:00,2026-01-20 10:35:00,ExecutionStatus.PLANNED
EXEC-000333,WO-20260120-000333,5000000333,GIS-072-3150,4,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-20 10:25:00,2026-01-20 10:55:00,ExecutionStatus.PLANNED
EXEC-000334,WO-20260120-000334,5000000334,GIS-072-3150,4,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-20 10:45:00,2026-01-20 11:15:00,ExecutionStatus.PLANNED
EXEC-000335,WO-20260120-000335,5000000335,GIS-245-3150,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-20 11:05:00,2026-01-20 11:35:00,ExecutionStatus.PLANNED
EXEC-000336,WO-20260120-000336,5000000336,GIS-072-2500,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-20 11:25:00,2026-01-20 11:55:00,ExecutionStatus.PLANNED
EXEC-000337,WO-20260120-000337,5000000337,GIS-245-3150,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-20 11:45:00,2026-01-20 12:15:00,ExecutionStatus.PLANNED
EXEC-000338,WO-20260120-000338,5000000338,GIS-072-2500,4,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-20 12:05:00,2026-01-20 12:35:00,ExecutionStatus.PLANNED
EXEC-000339,WO-20260120-000339,5000000339,GIS-072-2500,4,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-20 12:25:00,2026-01-20 12:55:00,ExecutionStatus.PLANNED
EXEC-000340,WO-20260120-000340,5000000340,GIS-145-3150,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-20 12:45:00,2026-01-20 13:15:00,ExecutionStatus.PLANNED
EXEC-000341,WO-20260120-000341,5000000341,GIS-145-4000,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-20 13:05:00,2026-01-20 13:35:00,ExecutionStatus.PLANNED
EXEC-000342,WO-20260120-000342,5000000342,GIS-420-4000,1,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-20 13:25:00,2026-01-20 13:55:00,ExecutionStatus.PLANNED
EXEC-000343,WO-20260121-000343,5000000343,GIS-420-5000,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-21 06:45:00,2026-01-21 07:15:00,ExecutionStatus.PLANNED
EXEC-000344,WO-20260121-000344,5000000344,GIS-145-3150,2,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-21 07:05:00,2026-01-21 07:35:00,ExecutionStatus.PLANNED
EXEC-000345,WO-20260121-000345,5000000345,GIS-072-2500,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-21 07:25:00,2026-01-21 07:55:00,ExecutionStatus.PLANNED
EXEC-000346,WO-20260121-000346,5000000346,GIS-245-3150,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-21 07:45:00,2026-01-21 08:15:00,ExecutionStatus.PLANNED
EXEC-000347,WO-20260121-000347,5000000347,GIS-245-4000,2,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-21 08:05:00,2026-01-21 08:35:00,ExecutionStatus.PLANNED
EXEC-000348,WO-20260121-000348,5000000348,GIS-145-3150,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-21 08:25:00,2026-01-21 08:55:00,ExecutionStatus.PLANNED
EXEC-000349,WO-20260121-000349,5000000349,GIS-145-4000,4,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-21 08:45:00,2026-01-21 09:15:00,ExecutionStatus.PLANNED
EXEC-000350,WO-20260121-000350,5000000350,GIS-072-3150,4,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-21 09:05:00,2026-01-21 09:35:00,ExecutionStatus.PLANNED
EXEC-000351,WO-20260121-000351,5000000351,GIS-420-5000,1,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-21 09:25:00,2026-01-21 09:55:00,ExecutionStatus.PLANNED
EXEC-000352,WO-20260121-000352,5000000352,GIS-145-4000,4,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-21 09:45:00,2026-01-21 10:15:00,ExecutionStatus.PLANNED
EXEC-000353,WO-20260121-000353,5000000353,GIS-170-4000,2,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-21 10:05:00,2026-01-21 10:35:00,ExecutionStatus.PLANNED
EXEC-000354,WO-20260121-000354,5000000354,GIS-245-3150,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-21 10:25:00,2026-01-21 10:55:00,ExecutionStatus.PLANNED
EXEC-000355,WO-20260121-000355,5000000355,GIS-145-3150,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-21 10:45:00,2026-01-21 11:15:00,ExecutionStatus.PLANNED
EXEC-000356,WO-20260121-000356,5000000356,GIS-072-2500,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-21 11:05:00,2026-01-21 11:35:00,ExecutionStatus.PLANNED
EXEC-000357,WO-20260121-000357,5000000357,GIS-145-4000,2,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-21 11:25:00,2026-01-21 11:55:00,ExecutionStatus.PLANNED
EXEC-000358,WO-20260121-000358,5000000358,GIS-145-4000,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-21 11:45:00,2026-01-21 12:15:00,ExecutionStatus.PLANNED
EXEC-000359,WO-20260121-000359,5000000359,GIS-245-3150,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-21 12:05:00,2026-01-21 12:35:00,ExecutionStatus.PLANNED
EXEC-000360,WO-20260121-000360,5000000360,GIS-145-4000,4,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-21 12:25:00,2026-01-21 12:55:00,ExecutionStatus.PLANNED
EXEC-000361,WO-20260121-000361,5000000361,GIS-072-3150,4,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-21 12:45:00,2026-01-21 13:15:00,ExecutionStatus.PLANNED
EXEC-000362,WO-20260121-000362,5000000362,GIS-300-4000,2,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-21 13:05:00,2026-01-21 13:35:00,ExecutionStatus.PLANNED
EXEC-000363,WO-20260121-000363,5000000363,GIS-072-3150,5,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-21 13:25:00,2026-01-21 13:55:00,ExecutionStatus.PLANNED
EXEC-000364,WO-20260121-000364,5000000364,GIS-145-3150,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-21 13:45:00,2026-01-21 14:15:00,ExecutionStatus.PLANNED
EXEC-000365,WO-20260121-000365,5000000365,GIS-072-2500,5,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-21 14:05:00,2026-01-21 14:35:00,ExecutionStatus.PLANNED
EXEC-000366,WO-20260121-000366,5000000366,GIS-420-4000,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-21 14:25:00,2026-01-21 14:55:00,ExecutionStatus.PLANNED
EXEC-000367,WO-20260122-000367,5000000367,GIS-072-3150,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-22 06:45:00,2026-01-22 07:15:00,ExecutionStatus.PLANNED
EXEC-000368,WO-20260122-000368,5000000368,GIS-300-4000,1,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-22 07:05:00,2026-01-22 07:35:00,ExecutionStatus.PLANNED
EXEC-000369,WO-20260122-000369,5000000369,GIS-245-3150,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-22 07:25:00,2026-01-22 07:55:00,ExecutionStatus.PLANNED
EXEC-000370,WO-20260122-000370,5000000370,GIS-072-2500,4,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-22 07:45:00,2026-01-22 08:15:00,ExecutionStatus.PLANNED
EXEC-000371,WO-20260122-000371,5000000371,GIS-072-2500,5,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-22 08:05:00,2026-01-22 08:35:00,ExecutionStatus.PLANNED
EXEC-000372,WO-20260122-000372,5000000372,GIS-300-4000,1,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-22 08:25:00,2026-01-22 08:55:00,ExecutionStatus.PLANNED
EXEC-000373,WO-20260122-000373,5000000373,GIS-300-4000,1,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-22 08:45:00,2026-01-22 09:15:00,ExecutionStatus.PLANNED
EXEC-000374,WO-20260122-000374,5000000374,GIS-072-2500,5,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-22 09:05:00,2026-01-22 09:35:00,ExecutionStatus.PLANNED
EXEC-000375,WO-20260122-000375,5000000375,GIS-300-4000,1,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-22 09:25:00,2026-01-22 09:55:00,ExecutionStatus.PLANNED
EXEC-000376,WO-20260122-000376,5000000376,GIS-145-4000,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-22 09:45:00,2026-01-22 10:15:00,ExecutionStatus.PLANNED
EXEC-000377,WO-20260122-000377,5000000377,GIS-300-4000,1,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-22 10:05:00,2026-01-22 10:35:00,ExecutionStatus.PLANNED
EXEC-000378,WO-20260122-000378,5000000378,GIS-245-4000,1,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-22 10:25:00,2026-01-22 10:55:00,ExecutionStatus.PLANNED
EXEC-000379,WO-20260122-000379,5000000379,GIS-072-2500,4,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-22 10:45:00,2026-01-22 11:15:00,ExecutionStatus.PLANNED
EXEC-000380,WO-20260122-000380,5000000380,GIS-245-4000,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-22 11:05:00,2026-01-22 11:35:00,ExecutionStatus.PLANNED
EXEC-000381,WO-20260122-000381,5000000381,GIS-072-2500,4,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-22 11:25:00,2026-01-22 11:55:00,ExecutionStatus.PLANNED
EXEC-000382,WO-20260122-000382,5000000382,GIS-145-4000,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-22 11:45:00,2026-01-22 12:15:00,ExecutionStatus.PLANNED
EXEC-000383,WO-20260122-000383,5000000383,GIS-072-3150,5,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-22 12:05:00,2026-01-22 12:35:00,ExecutionStatus.PLANNED
EXEC-000384,WO-20260122-000384,5000000384,GIS-245-4000,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-22 12:25:00,2026-01-22 12:55:00,ExecutionStatus.PLANNED
EXEC-000385,WO-20260122-000385,5000000385,GIS-145-4000,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-22 12:45:00,2026-01-22 13:15:00,ExecutionStatus.PLANNED
EXEC-000386,WO-20260122-000386,5000000386,GIS-145-4000,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-22 13:05:00,2026-01-22 13:35:00,ExecutionStatus.PLANNED
EXEC-000387,WO-20260123-000387,5000000387,GIS-145-4000,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-23 06:45:00,2026-01-23 07:15:00,ExecutionStatus.PLANNED
EXEC-000388,WO-20260123-000388,5000000388,GIS-072-2500,5,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-23 07:05:00,2026-01-23 07:35:00,ExecutionStatus.PLANNED
EXEC-000389,WO-20260123-000389,5000000389,GIS-072-2500,5,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-23 07:25:00,2026-01-23 07:55:00,ExecutionStatus.PLANNED
EXEC-000390,WO-20260123-000390,5000000390,GIS-145-4000,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-23 07:45:00,2026-01-23 08:15:00,ExecutionStatus.PLANNED
EXEC-000391,WO-20260123-000391,5000000391,GIS-170-4000,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-23 08:05:00,2026-01-23 08:35:00,ExecutionStatus.PLANNED
EXEC-000392,WO-20260123-000392,5000000392,GIS-170-4000,2,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-23 08:25:00,2026-01-23 08:55:00,ExecutionStatus.PLANNED
EXEC-000393,WO-20260123-000393,5000000393,GIS-072-2500,5,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-23 08:45:00,2026-01-23 09:15:00,ExecutionStatus.PLANNED
EXEC-000394,WO-20260123-000394,5000000394,GIS-245-4000,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-23 09:05:00,2026-01-23 09:35:00,ExecutionStatus.PLANNED
EXEC-000395,WO-20260123-000395,5000000395,GIS-145-3150,2,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-23 09:25:00,2026-01-23 09:55:00,ExecutionStatus.PLANNED
EXEC-000396,WO-20260123-000396,5000000396,GIS-300-4000,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-23 09:45:00,2026-01-23 10:15:00,ExecutionStatus.PLANNED
EXEC-000397,WO-20260123-000397,5000000397,GIS-072-2500,4,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-23 10:05:00,2026-01-23 10:35:00,ExecutionStatus.PLANNED
EXEC-000398,WO-20260123-000398,5000000398,GIS-072-3150,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-23 10:25:00,2026-01-23 10:55:00,ExecutionStatus.PLANNED
EXEC-000399,WO-20260123-000399,5000000399,GIS-145-4000,2,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-23 10:45:00,2026-01-23 11:15:00,ExecutionStatus.PLANNED
EXEC-000400,WO-20260123-000400,5000000400,GIS-072-2500,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-23 11:05:00,2026-01-23 11:35:00,ExecutionStatus.PLANNED
EXEC-000401,WO-20260123-000401,5000000401,GIS-145-3150,2,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-23 11:25:00,2026-01-23 11:55:00,ExecutionStatus.PLANNED
EXEC-000402,WO-20260123-000402,5000000402,GIS-170-4000,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-23 11:45:00,2026-01-23 12:15:00,ExecutionStatus.PLANNED
EXEC-000403,WO-20260123-000403,5000000403,GIS-145-3150,4,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-23 12:05:00,2026-01-23 12:35:00,ExecutionStatus.PLANNED
EXEC-000404,WO-20260123-000404,5000000404,GIS-145-3150,4,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-23 12:25:00,2026-01-23 12:55:00,ExecutionStatus.PLANNED
EXEC-000405,WO-20260124-000405,5000000405,GIS-170-4000,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-24 06:45:00,2026-01-24 07:15:00,ExecutionStatus.PLANNED
EXEC-000406,WO-20260124-000406,5000000406,GIS-145-4000,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-24 07:05:00,2026-01-24 07:35:00,ExecutionStatus.PLANNED
EXEC-000407,WO-20260124-000407,5000000407,GIS-072-3150,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-24 07:25:00,2026-01-24 07:55:00,ExecutionStatus.PLANNED
EXEC-000408,WO-20260124-000408,5000000408,GIS-170-4000,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-24 07:45:00,2026-01-24 08:15:00,ExecutionStatus.PLANNED
EXEC-000409,WO-20260124-000409,5000000409,GIS-170-4000,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-24 08:05:00,2026-01-24 08:35:00,ExecutionStatus.PLANNED
EXEC-000410,WO-20260124-000410,5000000410,GIS-550-5000,1,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-24 08:25:00,2026-01-24 08:55:00,ExecutionStatus.PLANNED
EXEC-000411,WO-20260124-000411,5000000411,GIS-170-4000,2,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-24 08:45:00,2026-01-24 09:15:00,ExecutionStatus.PLANNED
EXEC-000412,WO-20260124-000412,5000000412,GIS-245-3150,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-24 09:05:00,2026-01-24 09:35:00,ExecutionStatus.PLANNED
EXEC-000413,WO-20260124-000413,5000000413,GIS-072-3150,5,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-24 09:25:00,2026-01-24 09:55:00,ExecutionStatus.PLANNED
EXEC-000414,WO-20260124-000414,5000000414,GIS-420-5000,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-24 09:45:00,2026-01-24 10:15:00,ExecutionStatus.PLANNED
EXEC-000415,WO-20260124-000415,5000000415,GIS-300-4000,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-24 10:05:00,2026-01-24 10:35:00,ExecutionStatus.PLANNED
EXEC-000416,WO-20260124-000416,5000000416,GIS-245-4000,1,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-24 10:25:00,2026-01-24 10:55:00,ExecutionStatus.PLANNED
EXEC-000417,WO-20260124-000417,5000000417,GIS-145-4000,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-24 10:45:00,2026-01-24 11:15:00,ExecutionStatus.PLANNED
EXEC-000418,WO-20260124-000418,5000000418,GIS-145-3150,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-24 11:05:00,2026-01-24 11:35:00,ExecutionStatus.PLANNED
EXEC-000419,WO-20260124-000419,5000000419,GIS-145-3150,4,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-24 11:25:00,2026-01-24 11:55:00,ExecutionStatus.PLANNED
EXEC-000420,WO-20260124-000420,5000000420,GIS-420-4000,1,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-24 11:45:00,2026-01-24 12:15:00,ExecutionStatus.PLANNED
