scan_id,serial_number,execution_id,product_code,material_number,batch_number,supplier,scan_timestamp,scan_status
SCAN-00000926,SN-00000926,EXEC-000333,GIS-072-3150,MAT-00000926,BATCH-59724,Hitachi Energy,2026-01-20 10:02:00,SUCCESS
SCAN-00000927,SN-00000927,EXEC-000333,GIS-072-3150,MAT-00000927,BATCH-77408,Siemens Energy,2026-01-20 09:55:00,SUCCESS
SCAN-00000928,SN-00000928,EXEC-000334,GIS-072-3150,MAT-00000928,BATCH-35466,ABB,2026-01-20 10:22:00,SUCCESS
SCAN-00000929,SN-00000929,EXEC-000334,GIS-072-3150,MAT-00000929,BATCH-38212,ABB,2026-01-20 10:26:00,SUCCESS
SCAN-00000930,SN-00000930,EXEC-000334,GIS-072-3150,MAT-00000930,BATCH-16745,ABB,2026-01-20 10:29:00,SUCCESS
SCAN-00000931,SN-00000931,EXEC-000334,GIS-072-3150,MAT-00000931,BATCH-16844,Hitachi Energy,2026-01-20 10:09:00,SUCCESS
SCAN-00000932,SN-00000932,EXEC-000335,GIS-245-3150,MAT-00000932,BATCH-33635,Schneider Electric,2026-01-20 10:47:00,SUCCESS
SCAN-00000933,SN-00000933,EXEC-000335,GIS-245-3150,MAT-00000933,BATCH-20749,Schneider Electric,2026-01-20 10:55:00,SUCCESS
SCAN-00000934,SN-00000934,EXEC-000335,GIS-245-3150,MAT-00000934,BATCH-45980,Schneider Electric,2026-01-20 10:33:00,SUCCESS
SCAN-00000935,SN-00000935,EXEC-000336,GIS-072-2500,MAT-00000935,BATCH-20829,Siemens Energy,2026-01-20 11:01:00,SUCCESS
SCAN-00000936,SN-00000936,EXEC-000336,GIS-072-2500,MAT-00000936,BATCH-53934,Schneider Electric,2026-01-20 10:56:00,SUCCESS
SCAN-00000937,SN-00000937,EXEC-000336,GIS-072-2500,MAT-00000937,BATCH-15827,Hitachi Energy,2026-01-20 10:41:00,SUCCESS
SCAN-00000938,SN-00000938,EXEC-000337,GIS-245-3150,MAT-00000938,BATCH-80063,Hitachi Energy,2026-01-20 11:02:00,SUCCESS
SCAN-00000939,SN-00000939,EXEC-000337,GIS-245-3150,MAT-00000939,BATCH-35887,Hitachi Energy,2026-01-20 11:38:00,SUCCESS
SCAN-00000940,SN-00000940,EXEC-000338,GIS-072-2500,MAT-00000940,BATCH-48022,Hitachi Energy,2026-01-20 11:52:00,SUCCESS
SCAN-00000941,SN-00000941,EXEC-000338,GIS-072-2500,MAT-00000941,BATCH-33364,Hitachi Energy,2026-01-20 11:23:00,SUCCESS
SCAN-00000942,SN-00000942,EXEC-000338,GIS-072-2500,MAT-00000942,BATCH-52381,Schneider Electric,2026-01-20 11:46:00,SUCCESS
SCAN-00000943,SN-00000943,EXEC-000338,GIS-072-2500,MAT-00000943,BATCH-58510,Siemens Energy,2026-01-20 11:34:00,SUCCESS
SCAN-00000944,SN-00000944,EXEC-000339,GIS-072-2500,MAT-00000944,BATCH-52904,Hitachi Energy,2026-01-20 12:07:00,SUCCESS
SCAN-00000945,SN-00000945,EXEC-000339,GIS-072-2500,MAT-00000945,BATCH-67496,Siemens Energy,2026-01-20 12:04:00,SUCCESS
SCAN-00000946,SN-00000946,EXEC-000339,GIS-072-2500,MAT-00000946,BATCH-20617,ABB,2026-01-20 12:19:00,SUCCESS
SCAN-00000947,SN-00000947,EXEC-000339,GIS-072-2500,MAT-00000947,BATCH-34010,Siemens Energy,2026-01-20 11:51:00,SUCCESS
SCAN-00000948,SN-00000948,EXEC-000340,GIS-145-3150,MAT-00000948,BATCH-88808,Mitsubishi Electric,2026-01-20 12:16:00,SUCCESS
SCAN-00000949,SN-00000949,EXEC-000340,GIS-145-3150,MAT-00000949,BATCH-68824,Mitsubishi Electric,2026-01-20 12:06:00,SUCCESS
SCAN-00000950,SN-00000950,EXEC-000341,GIS-145-4000,MAT-00000950,BATCH-86242,Schneider Electric,2026-01-20 12:43:00,SUCCESS
SCAN-00000951,SN-00000951,EXEC-000341,GIS-145-4000,MAT-00000951,BATCH-88124,Mitsubishi Electric,2026-01-20 12:44:00,SUCCESS
SCAN-00000952,SN-00000952,EXEC-000341,GIS-145-4000,MAT-00000952,BATCH-55238,Siemens Energy,2026-01-20 12:37:00,SUCCESS
SCAN-00000953,SN-00000953,EXEC-000342,GIS-420-4000,MAT-00000953,BATCH-77703,Schneider Electric,2026-01-20 13:00:00,SUCCESS
SCAN-00000954,SN-00000954,EXEC-000343,GIS-420-5000,MAT-00000954,BATCH-99668,Siemens Energy,2026-01-21 06:09:00,SUCCESS
SCAN-00000955,SN-00000955,EXEC-000343,GIS-420-5000,MAT-00000955,BATCH-35570,Schneider Electric,2026-01-21 06:02:00,SUCCESS
SCAN-00000956,SN-00000956,EXEC-000344,GIS-145-3150,MAT-00000956,BATCH-14473,ABB,2026-01-21 07:00:00,SUCCESS
SCAN-00000957,SN-00000957,EXEC-000344,GIS-145-3150,MAT-00000957,BATCH-29933,Mitsubishi Electric,2026-01-21 07:00:00,SUCCESS
SCAN-00000958,SN-00000958,EXEC-000345,GIS-072-2500,MAT-00000958,BATCH-12527,ABB,2026-01-21 06:46:00,SUCCESS
SCAN-00000959,SN-00000959,EXEC-000345,GIS-072-2500,MAT-00000959,BATCH-22437,Schneider Electric,2026-01-21 06:44:00,SUCCESS
SCAN-00000960,SN-00000960,EXEC-000345,GIS-072-2500,MAT-00000960,BATCH-92545,Hitachi Energy,2026-01-21 07:10:00,SUCCESS
SCAN-00000961,SN-00000961,EXEC-000346,GIS-245-3150,MAT-00000961,BATCH-80757,ABB,2026-01-21 07:11:00,SUCCESS
SCAN-00000962,SN-00000962,EXEC-000346,GIS-245-3150,MAT-00000962,BATCH-28034,Hitachi Energy,2026-01-21 07:02:00,SUCCESS
SCAN-00000963,SN-00000963,EXEC-000347,GIS-245-4000,MAT-00000963,BATCH-18507,Hitachi Energy,2026-01-21 07:43:00,SUCCESS
SCAN-00000964,SN-00000964,EXEC-000347,GIS-245-4000,MAT-00000964,BATCH-63571,Schneider Electric,2026-01-21 07:22:00,SUCCESS
SCAN-00000965,SN-00000965,EXEC-000348,GIS-145-3150,MAT-00000965,BATCH-83603,Hitachi Energy,2026-01-21 07:44:00,SUCCESS
SCAN-00000966,SN-00000966,EXEC-000348,GIS-145-3150,MAT-00000966,BATCH-67109,Mitsubishi Electric,2026-01-21 07:47:00,SUCCESS
SCAN-00000967,SN-00000967,EXEC-000348,GIS-145-3150,MAT-00000967,BATCH-45880,Mitsubishi Electric,2026-01-21 08:09:00,SUCCESS
SCAN-00000968,SN-00000968,EXEC-000349,GIS-145-4000,MAT-00000968,BATCH-17767,Hitachi Energy,2026-01-21 08:14:00,SUCCESS
SCAN-00000969,SN-00000969,EXEC-000349,GIS-145-4000,MAT-00000969,BATCH-16963,Hitachi Energy,2026-01-21 08:31:00,SUCCESS
SCAN-00000970,SN-00000970,EXEC-000349,GIS-145-4000,MAT-00000970,BATCH-90729,ABB,2026-01-21 08:15:00,SUCCESS
SCAN-00000971,SN-00000971,EXEC-000349,GIS-145-4000,MAT-00000971,BATCH-24280,Mitsubishi Electric,2026-01-21 08:13:00,SUCCESS
SCAN-00000972,SN-00000972,EXEC-000350,GIS-072-3150,MAT-00000972,BATCH-17128,Hitachi Energy,2026-01-21 08:26:00,SUCCESS
SCAN-00000973,SN-00000973,EXEC-000350,GIS-072-3150,MAT-00000973,BATCH-88151,Siemens Energy,2026-01-21 08:33:00,SUCCESS
SCAN-00000974,SN-00000974,EXEC-000350,GIS-072-3150,MAT-00000974,BATCH-92264,Schneider Electric,2026-01-21 08:33:00,SUCCESS
SCAN-00000975,SN-00000975,EXEC-000350,GIS-072-3150,MAT-00000975,BATCH-84537,Siemens Energy,2026-01-21 08:53:00,SUCCESS
SCAN-00000976,SN-00000976,EXEC-000351,GIS-420-5000,MAT-00000976,BATCH-90921,Hitachi Energy,2026-01-21 09:05:00,SUCCESS
SCAN-00000977,SN-00000977,EXEC-000352,GIS-145-4000,MAT-00000977,BATCH-12240,Mitsubishi Electric,2026-01-21 09:24:00,SUCCESS
SCAN-00000978,SN-00000978,EXEC-000352,GIS-145-4000,MAT-00000978,BATCH-67452,Siemens Energy,2026-01-21 09:01:00,SUCCESS
SCAN-00000979,SN-00000979,EXEC-000352,GIS-145-4000,MAT-00000979,BATCH-24823,Hitachi Energy,2026-01-21 09:29:00,SUCCESS
SCAN-00000980,SN-00000980,EXEC-000352,GIS-145-4000,MAT-00000980,BATCH-55280,Mitsubishi Electric,2026-01-21 09:33:00,SUCCESS
SCAN-00000981,SN-00000981,EXEC-000353,GIS-170-4000,MAT-00000981,BATCH-81024,Mitsubishi Electric,2026-01-21 09:55:00,SUCCESS
SCAN-00000982,SN-00000982,EXEC-000353,GIS-170-4000,MAT-00000982,BATCH-45739,Mitsubishi Electric,2026-01-21 09:55:00,SUCCESS
SCAN-00000983,SN-00000983,EXEC-000354,GIS-245-3150,MAT-00000983,BATCH-25159,Hitachi Energy,2026-01-21 10:19:00,SUCCESS
SCAN-00000984,SN-00000984,EXEC-000354,GIS-245-3150,MAT-00000984,BATCH-26649,Mitsubishi Electric,2026-01-21 10:19:00,SUCCESS
SCAN-00000985,SN-00000985,EXEC-000355,GIS-145-3150,MAT-00000985,BATCH-61877,Mitsubishi Electric,2026-01-21 10:05:00,SUCCESS
SCAN-00000986,SN-00000986,EXEC-000355,GIS-145-3150,MAT-00000986,BATCH-44625,Siemens Energy,2026-01-21 10:36:00,SUCCESS
SCAN-00000987,SN-00000987,EXEC-000355,GIS-145-3150,MAT-00000987,BATCH-32457,Mitsubishi Electric,2026-01-21 10:16:00,SUCCESS
SCAN-00000988,SN-00000988,EXEC-000356,GIS-072-2500,MAT-00000988,BATCH-96530,Schneider Electric,2026-01-21 10:55:00,SUCCESS
SCAN-00000989,SN-00000989,EXEC-000356,GIS-072-2500,MAT-00000989,BATCH-63647,ABB,2026-01-21 10:47:00,SUCCESS
SCAN-00000990,SN-00000990,EXEC-000356,GIS-072-2500,MAT-00000990,BATCH-96412,Hitachi Energy,2026-01-21 10:56:00,SUCCESS
SCAN-00000991,SN-00000991,EXEC-000357,GIS-145-4000,MAT-00000991,BATCH-38815,Mitsubishi Electric,2026-01-21 10:55:00,SUCCESS
SCAN-00000992,SN-00000992,EXEC-000357,GIS-145-4000,MAT-00000992,BATCH-46717,Hitachi Energy,2026-01-21 11:12:00,SUCCESS
SCAN-00000993,SN-00000993,EXEC-000358,GIS-145-4000,MAT-00000993,BATCH-26681,Mitsubishi Electric,2026-01-21 11:14:00,SUCCESS
SCAN-00000994,SN-00000994,EXEC-000358,GIS-145-4000,MAT-00000994,BATCH-93174,Siemens Energy,2026-01-21 11:23:00,SUCCESS
SCAN-00000995,SN-00000995,EXEC-000358,GIS-145-4000,MAT-00000995,BATCH-43861,ABB,2026-01-21 11:20:00,SUCCESS
SCAN-00000996,SN-00000996,EXEC-000359,GIS-245-3150,MAT-00000996,BATCH-32039,Hitachi Energy,2026-01-21 11:30:00,SUCCESS
SCAN-00000997,SN-00000997,EXEC-000359,GIS-245-3150,MAT-00000997,BATCH-70116,Siemens Energy,2026-01-21 11:46:00,SUCCESS
SCAN-00000998,SN-00000998,EXEC-000359,GIS-245-3150,MAT-00000998,BATCH-86123,Siemens Energy,2026-01-21 11:56:00,SUCCESS
SCAN-00000999,SN-00000999,EXEC-000360,GIS-145-4000,MAT-00000999,BATCH-43165,Hitachi Energy,2026-01-21 11:52:00,SUCCESS
SCAN-00001000,SN-00001000,EXEC-000360,GIS-145-4000,MAT-00001000,BATCH-19802,Schneider Electric,2026-01-21 11:42:00,SUCCESS
SCAN-00001001,SN-00001001,EXEC-000360,GIS-145-4000,MAT-00001001,BATCH-62989,Hitachi Energy,2026-01-21 12:05:00,SUCCESS
SCAN-00001002,SN-00001002,EXEC-000360,GIS-145-4000,MAT-00001002,BATCH-53482,Hitachi Energy,2026-01-21 12:00:00,SUCCESS
SCAN-00001003,SN-00001003,EXEC-000361,GIS-072-3150,MAT-00001003,BATCH-18059,Schneider Electric,2026-01-21 12:28:00,SUCCESS
SCAN-00001004,SN-00001004,EXEC-000361,GIS-072-3150,MAT-00001004,BATCH-17529,Schneider Electric,2026-01-21 12:21:00,SUCCESS
SCAN-00001005,SN-00001005,EXEC-000361,GIS-072-3150,MAT-00001005,BATCH-36154,Mitsubishi Electric,2026-01-21 12:21:00,SUCCESS
SCAN-00001006,SN-00001006,EXEC-000361,GIS-072-3150,MAT-00001006,BATCH-97329,Hitachi Energy,2026-01-21 12:23:00,SUCCESS
SCAN-00001007,SN-00001007,EXEC-000362,GIS-300-4000,MAT-00001007,BATCH-56756,Siemens Energy,2026-01-21 12:45:00,SUCCESS
SCAN-00001008,SN-00001008,EXEC-000362,GIS-300-4000,MAT-00001008,BATCH-89193,Mitsubishi Electric,2026-01-21 12:42:00,SUCCESS
SCAN-00001009,SN-00001009,EXEC-000363,GIS-072-3150,MAT-00001009,BATCH-18374,Schneider Electric,2026-01-21 12:55:00,SUCCESS
SCAN-00001010,SN-00001010,EXEC-000363,GIS-072-3150,MAT-00001010,BATCH-46988,Mitsubishi Electric,2026-01-21 12:50:00,SUCCESS
SCAN-00001011,SN-00001011,EXEC-000363,GIS-072-3150,MAT-00001011,BATCH-20356,Hitachi Energy,2026-01-21 12:40:00,SUCCESS
SCAN-00001012,SN-00001012,EXEC-000363,GIS-072-3150,MAT-00001012,BATCH-16058,Mitsubishi Electric,2026-01-21 12:42:00,SUCCESS
SCAN-00001013,SN-00001013,EXEC-000363,GIS-072-3150,MAT-00001013,BATCH-80381,Mitsubishi Electric,2026-01-21 12:53:00,SUCCESS
SCAN-00001014,SN-00001014,EXEC-000364,GIS-145-3150,MAT-00001014,BATCH-78701,Mitsubishi Electric,2026-01-21 13:32:00,SUCCESS
SCAN-00001015,SN-00001015,EXEC-000364,GIS-145-3150,MAT-00001015,BATCH-44050,Mitsubishi Electric,2026-01-21 13:21:00,SUCCESS
SCAN-00001016,SN-00001016,EXEC-000365,GIS-072-2500,MAT-00001016,BATCH-32657,ABB,2026-01-21 13:21:00,SUCCESS
SCAN-00001017,SN-00001017,EXEC-000365,GIS-072-2500,MAT-00001017,BATCH-75072,Mitsubishi Electric,2026-01-21 13:44:00,SUCCESS
SCAN-00001018,SN-00001018,EXEC-000365,GIS-072-2500,MAT-00001018,BATCH-43836,Schneider Electric,2026-01-21 13:43:00,SUCCESS
SCAN-00001019,SN-00001019,EXEC-000365,GIS-072-2500,MAT-00001019,BATCH-81167,ABB,2026-01-21 13:51:00,SUCCESS
SCAN-00001020,SN-00001020,EXEC-000365,GIS-072-2500,MAT-00001020,BATCH-61439,Hitachi Energy,2026-01-21 13:55:00,SUCCESS
SCAN-00001021,SN-00001021,EXEC-000366,GIS-420-4000,MAT-00001021,BATCH-23858,Siemens Energy,2026-01-21 13:50:00,SUCCESS
SCAN-00001022,SN-00001022,EXEC-000366,GIS-420-4000,MAT-00001022,BATCH-71599,Mitsubishi Electric,2026-01-21 13:55:00,SUCCESS
SCAN-00001023,SN-00001023,EXEC-000367,GIS-072-3150,MAT-00001023,BATCH-53425,Hitachi Energy,2026-01-22 06:37:00,SUCCESS
SCAN-00001024,SN-00001024,EXEC-000367,GIS-072-3150,MAT-00001024,BATCH-82421,Mitsubishi Electric,2026-01-22 06:09:00,SUCCESS
SCAN-00001025,SN-00001025,EXEC-000367,GIS-072-3150,MAT-00001025,BATCH-64551,Schneider Electric,2026-01-22 06:19:00,SUCCESS
SCAN-00001026,SN-00001026,EXEC-000368,GIS-300-4000,MAT-00001026,BATCH-34095,Siemens Energy,2026-01-22 06:25:00,SUCCESS
SCAN-00001027,SN-00001027,EXEC-000369,GIS-245-3150,MAT-00001027,BATCH-66921,Mitsubishi Electric,2026-01-22 06:44:00,SUCCESS
SCAN-00001028,SN-00001028,EXEC-000369,GIS-245-3150,MAT-00001028,BATCH-18495,Mitsubishi Electric,2026-01-22 07:01:00,SUCCESS
SCAN-00001029,SN-00001029,EXEC-000369,GIS-245-3150,MAT-00001029,BATCH-75531,ABB,2026-01-22 06:50:00,SUCCESS
SCAN-00001030,SN-00001030,EXEC-000370,GIS-072-2500,MAT-00001030,BATCH-22548,ABB,2026-01-22 07:19:00,SUCCESS
SCAN-00001031,SN-00001031,EXEC-000370,GIS-072-2500,MAT-00001031,BATCH-99140,Siemens Energy,2026-01-22 07:26:00,SUCCESS
SCAN-00001032,SN-00001032,EXEC-000370,GIS-072-2500,MAT-00001032,BATCH-83973,Siemens Energy,2026-01-22 07:36:00,SUCCESS
SCAN-00001033,SN-00001033,EXEC-000370,GIS-072-2500,MAT-00001033,BATCH-33426,Hitachi Energy,2026-01-22 07:08:00,SUCCESS
SCAN-00001034,SN-00001034,EXEC-000371,GIS-072-2500,MAT-00001034,BATCH-72493,Schneider Electric,2026-01-22 07:22:00,SUCCESS
SCAN-00001035,SN-00001035,EXEC-000371,GIS-072-2500,MAT-00001035,BATCH-49935,Hitachi Energy,2026-01-22 07:55:00,SUCCESS
SCAN-00001036,SN-00001036,EXEC-000371,GIS-072-2500,MAT-00001036,BATCH-32452,Siemens Energy,2026-01-22 07:43:00,SUCCESS
SCAN-00001037,SN-00001037,EXEC-000371,GIS-072-2500,MAT-00001037,BATCH-79916,Hitachi Energy,2026-01-22 07:55:00,SUCCESS
SCAN-00001038,SN-00001038,EXEC-000371,GIS-072-2500,MAT-00001038,BATCH-93613,Hitachi Energy,2026-01-22 07:33:00,SUCCESS
SCAN-00001039,SN-00001039,EXEC-000372,GIS-300-4000,MAT-00001039,BATCH-31265,ABB,2026-01-22 07:45:00,SUCCESS
SCAN-00001040,SN-00001040,EXEC-000373,GIS-300-4000,MAT-00001040,BATCH-67765,Siemens Energy,2026-01-22 08:31:00,SUCCESS
SCAN-00001041,SN-00001041,EXEC-000374,GIS-072-2500,MAT-00001041,BATCH-39050,Schneider Electric,2026-01-22 08:32:00,SUCCESS
SCAN-00001042,SN-00001042,EXEC-000374,GIS-072-2500,MAT-00001042,BATCH-86173,Mitsubishi Electric,2026-01-22 08:56:00,SUCCESS
SCAN-00001043,SN-00001043,EXEC-000374,GIS-072-2500,MAT-00001043,BATCH-24529,Siemens Energy,2026-01-22 08:20:00,SUCCESS
SCAN-00001044,SN-00001044,EXEC-000374,GIS-072-2500,MAT-00001044,BATCH-18141,Mitsubishi Electric,2026-01-22 08:26:00,SUCCESS
SCAN-00001045,SN-00001045,EXEC-000374,GIS-072-2500,MAT-00001045,BATCH-29911,Mitsubishi Electric,2026-01-22 08:29:00,SUCCESS
SCAN-00001046,SN-00001046,EXEC-000375,GIS-300-4000,MAT-00001046,BATCH-83375,Schneider Electric,2026-01-22 09:18:00,SUCCESS
SCAN-00001047,SN-00001047,EXEC-000376,GIS-145-4000,MAT-00001047,BATCH-80201,ABB,2026-01-22 09:12:00,SUCCESS
SCAN-00001048,SN-00001048,EXEC-000376,GIS-145-4000,MAT-00001048,BATCH-44860,Mitsubishi Electric,2026-01-22 09:25:00,SUCCESS
SCAN-00001049,SN-00001049,EXEC-000377,GIS-300-4000,MAT-00001049,BATCH-16467,Hitachi Energy,2026-01-22 09:31:00,SUCCESS
SCAN-00001050,SN-00001050,EXEC-000378,GIS-245-4000,MAT-00001050,BATCH-65393,Siemens Energy,2026-01-22 09:45:00,SUCCESS
SCAN-00001051,SN-00001051,EXEC-000379,GIS-072-2500,MAT-00001051,BATCH-89087,Hitachi Energy,2026-01-22 10:06:00,SUCCESS
SCAN-00001052,SN-00001052,EXEC-000379,GIS-072-2500,MAT-00001052,BATCH-87188,ABB,2026-01-22 10:30:00,SUCCESS
SCAN-00001053,SN-00001053,EXEC-000379,GIS-072-2500,MAT-00001053,BATCH-23493,Mitsubishi Electric,2026-01-22 10:31:00,SUCCESS
SCAN-00001054,SN-00001054,EXEC-000379,GIS-072-2500,MAT-00001054,BATCH-47257,ABB,2026-01-22 10:08:00,SUCCESS
SCAN-00001055,SN-00001055,EXEC-000380,GIS-245-4000,MAT-00001055,BATCH-39741,Mitsubishi Electric,2026-01-22 10:48:00,SUCCESS
SCAN-00001056,SN-00001056,EXEC-000380,GIS-245-4000,MAT-00001056,BATCH-87981,Schneider Electric,2026-01-22 10:45:00,SUCCESS
SCAN-00001057,SN-00001057,EXEC-000380,GIS-245-4000,MAT-00001057,BATCH-89407,Siemens Energy,2026-01-22 10:56:00,SUCCESS
SCAN-00001058,SN-00001058,EXEC-000381,GIS-072-2500,MAT-00001058,BATCH-19103,Schneider Electric,2026-01-22 11:06:00,SUCCESS
SCAN-00001059,SN-00001059,EXEC-000381,GIS-072-2500,MAT-00001059,BATCH-62673,Siemens Energy,2026-01-22 11:14:00,SUCCESS
SCAN-00001060,SN-00001060,EXEC-000381,GIS-072-2500,MAT-00001060,BATCH-45611,Mitsubishi Electric,2026-01-22 10:41:00,SUCCESS
SCAN-00001061,SN-00001061,EXEC-000381,GIS-072-2500,MAT-00001061,BATCH-62207,Siemens Energy,2026-01-22 10:43:00,SUCCESS
SCAN-00001062,SN-00001062,EXEC-000382,GIS-145-4000,MAT-00001062,BATCH-26663,Schneider Electric,2026-01-22 11:16:00,SUCCESS
SCAN-00001063,SN-00001063,EXEC-000382,GIS-145-4000,MAT-00001063,BATCH-83494,Siemens Energy,2026-01-22 11:31:00,SUCCESS
SCAN-00001064,SN-00001064,EXEC-000383,GIS-072-3150,MAT-00001064,BATCH-27137,ABB,2026-01-22 11:45:00,SUCCESS
SCAN-00001065,SN-00001065,EXEC-000383,GIS-072-3150,MAT-00001065,BATCH-92461,ABB,2026-01-22 11:32:00,SUCCESS
SCAN-00001066,SN-00001066,EXEC-000383,GIS-072-3150,MAT-00001066,BATCH-39528,Hitachi Energy,2026-01-22 11:26:00,SUCCESS
SCAN-00001067,SN-00001067,EXEC-000383,GIS-072-3150,MAT-00001067,BATCH-83298,ABB,2026-01-22 11:34:00,SUCCESS
SCAN-00001068,SN-00001068,EXEC-000383,GIS-072-3150,MAT-00001068,BATCH-27067,ABB,2026-01-22 11:29:00,SUCCESS
SCAN-00001069,SN-00001069,EXEC-000384,GIS-245-4000,MAT-00001069,BATCH-88810,Mitsubishi Electric,2026-01-22 12:15:00,SUCCESS
SCAN-00001070,SN-00001070,EXEC-000384,GIS-245-4000,MAT-00001070,BATCH-37443,Mitsubishi Electric,2026-01-22 11:57:00,SUCCESS
SCAN-00001071,SN-00001071,EXEC-000384,GIS-245-4000,MAT-00001071,BATCH-24262,Siemens Energy,2026-01-22 11:51:00,SUCCESS
SCAN-00001072,SN-00001072,EXEC-000385,GIS-145-4000,MAT-00001072,BATCH-42273,ABB,2026-01-22 12:21:00,SUCCESS
SCAN-00001073,SN-00001073,EXEC-000385,GIS-145-4000,MAT-00001073,BATCH-78869,Siemens Energy,2026-01-22 12:10:00,SUCCESS
SCAN-00001074,SN-00001074,EXEC-000386,GIS-145-4000,MAT-00001074,BATCH-85537,Mitsubishi Electric,2026-01-22 12:58:00,SUCCESS
SCAN-00001075,SN-00001075,EXEC-000386,GIS-145-4000,MAT-00001075,BATCH-63707,Siemens Energy,2026-01-22 12:57:00,SUCCESS
SCAN-00001076,SN-00001076,EXEC-000386,GIS-145-4000,MAT-00001076,BATCH-15007,Siemens Energy,2026-01-22 12:37:00,SUCCESS
SCAN-00001077,SN-00001077,EXEC-000387,GIS-145-4000,MAT-00001077,BATCH-32066,Hitachi Energy,2026-01-23 06:26:00,SUCCESS
SCAN-00001078,SN-00001078,EXEC-000387,GIS-145-4000,MAT-00001078,BATCH-41137,Mitsubishi Electric,2026-01-23 06:12:00,SUCCESS
SCAN-00001079,SN-00001079,EXEC-000387,GIS-145-4000,MAT-00001079,BATCH-88012,Siemens Energy,2026-01-23 06:01:00,SUCCESS
SCAN-00001080,SN-00001080,EXEC-000388,GIS-072-2500,MAT-00001080,BATCH-30333,Schneider Electric,2026-01-23 06:38:00,SUCCESS
SCAN-00001081,SN-00001081,EXEC-000388,GIS-072-2500,MAT-00001081,BATCH-40252,Siemens Energy,2026-01-23 06:55:00,SUCCESS
SCAN-00001082,SN-00001082,EXEC-000388,GIS-072-2500,MAT-00001082,BATCH-37235,ABB,2026-01-23 06:50:00,SUCCESS
SCAN-00001083,SN-00001083,EXEC-000388,GIS-072-2500,MAT-00001083,BATCH-14379,Schneider Electric,2026-01-23 06:45:00,SUCCESS
SCAN-00001084,SN-00001084,EXEC-000388,GIS-072-2500,MAT-00001084,BATCH-33244,Siemens Energy,2026-01-23 06:53:00,SUCCESS
SCAN-00001085,SN-00001085,EXEC-000389,GIS-072-2500,MAT-00001085,BATCH-24413,Siemens Energy,2026-01-23 06:44:00,SUCCESS
SCAN-00001086,SN-00001086,EXEC-000389,GIS-072-2500,MAT-00001086,BATCH-28167,Mitsubishi Electric,2026-01-23 06:47:00,SUCCESS
SCAN-00001087,SN-00001087,EXEC-000389,GIS-072-2500,MAT-00001087,BATCH-14957,Hitachi Energy,2026-01-23 07:10:00,SUCCESS
SCAN-00001088,SN-00001088,EXEC-000389,GIS-072-2500,MAT-00001088,BATCH-80244,Siemens Energy,2026-01-23 06:58:00,SUCCESS
SCAN-00001089,SN-00001089,EXEC-000389,GIS-072-2500,MAT-00001089,BATCH-28841,Hitachi Energy,2026-01-23 06:50:00,SUCCESS
SCAN-00001090,SN-00001090,EXEC-000390,GIS-145-4000,MAT-00001090,BATCH-85728,Mitsubishi Electric,2026-01-23 07:36:00,SUCCESS
SCAN-00001091,SN-00001091,EXEC-000390,GIS-145-4000,MAT-00001091,BATCH-33006,Hitachi Energy,2026-01-23 07:26:00,SUCCESS
SCAN-00001092,SN-00001092,EXEC-000390,GIS-145-4000,MAT-00001092,BATCH-84708,ABB,2026-01-23 07:13:00,SUCCESS
SCAN-00001093,SN-00001093,EXEC-000391,GIS-170-4000,MAT-00001093,BATCH-90263,ABB,2026-01-23 07:50:00,SUCCESS
SCAN-00001094,SN-00001094,EXEC-000391,GIS-170-4000,MAT-00001094,BATCH-36112,Mitsubishi Electric,2026-01-23 07:42:00,SUCCESS
SCAN-00001095,SN-00001095,EXEC-000391,GIS-170-4000,MAT-00001095,BATCH-44164,Hitachi Energy,2026-01-23 07:26:00,SUCCESS
SCAN-00001096,SN-00001096,EXEC-000392,GIS-170-4000,MAT-00001096,BATCH-55548,Schneider Electric,2026-01-23 07:53:00,SUCCESS
SCAN-00001097,SN-00001097,EXEC-000392,GIS-170-4000,MAT-00001097,BATCH-55391,Mitsubishi Electric,2026-01-23 08:08:00,SUCCESS
SCAN-00001098,SN-00001098,EXEC-000393,GIS-072-2500,MAT-00001098,BATCH-76096,Mitsubishi Electric,2026-01-23 08:20:00,SUCCESS
SCAN-00001099,SN-00001099,EXEC-000393,GIS-072-2500,MAT-00001099,BATCH-95712,ABB,2026-01-23 08:13:00,SUCCESS
SCAN-00001100,SN-00001100,EXEC-000393,GIS-072-2500,MAT-00001100,BATCH-25884,Siemens Energy,2026-01-23 08:39:00,SUCCESS
SCAN-00001101,SN-00001101,EXEC-000393,GIS-072-2500,MAT-00001101,BATCH-45709,Schneider Electric,2026-01-23 08:10:00,SUCCESS
SCAN-00001102,SN-00001102,EXEC-000393,GIS-072-2500,MAT-00001102,BATCH-54892,Schneider Electric,2026-01-23 08:23:00,SUCCESS
SCAN-00001103,SN-00001103,EXEC-000394,GIS-245-4000,MAT-00001103,BATCH-19958,Hitachi Energy,2026-01-23 08:22:00,SUCCESS
SCAN-00001104,SN-00001104,EXEC-000394,GIS-245-4000,MAT-00001104,BATCH-11457,ABB,2026-01-23 08:28:00,SUCCESS
SCAN-00001105,SN-00001105,EXEC-000394,GIS-245-4000,MAT-00001105,BATCH-99742,ABB,2026-01-23 08:41:00,SUCCESS
